bike_id,Manhattan,Brooklyn,Queens
38615,1255808,302751,36493
33590,3401113,579715,82497
37514,966153,360521,119086
38995,805489,202746,77011
38137,2243988,808388,144268
33315,1927865,310857,50401
37009,1406207,405522,70865
39824,2061704,533052,146392
44645,731789,270727,70732
32687,2271935,417720,40245
42925,740849,325088,115873
44010,1990740,255233,54822
34154,4587365,1038621,101087
41208,1497077,441929,41131
41021,1271831,230897,40716
33820,723584,143552,34472
43842,825353,391428,77867
34032,4023735,1053900,157113
47994,490375,170323,24440
41761,1445139,560389,145803
49421,300511,91797,17189
46373,516567,294795,36698
41222,2147930,403420,91063
42602,874175,250188,40062
36955,890528,252282,50678
41596,1628784,454032,161567
35243,1855020,552946,29667
37247,1030541,365645,58919
37533,714446,152030,38396
48625,289888,108359,17490
49692,183460,64413,3093
38945,2582391,674449,117372
32534,3289577,650639,144516
41140,1774223,489679,98676
39681,2135203,692574,72140
38275,1730434,232321,41534
44859,852174,247466,35805
37452,672349,442261,38012
38129,1795676,533215,35052
33327,675592,83130,20932
36743,554768,373050,26569
47838,472216,136225,10787
38769,1812051,243470,93726
39900,2193607,646742,105969
43849,1019165,311112,109729
36312,810057,325367,64678
43347,433447,187325,72142
39943,2249829,598547,87503
38772,3412457,1377189,89745
44613,1010452,231395,45074
43612,534062,172509,58892
41781,1728909,777028,53116
34138,1475837,299409,37426
41864,1819463,496824,120463
39182,2302166,686076,73646
39639,1900684,414216,75289
36564,616609,164247,29328
49455,211125,70082,19945
42012,1373628,693967,72082
39552,1669941,487012,57696
35154,2898897,877215,97317
40253,1611950,491298,81948
42649,1510230,281489,97661
38970,1504824,342974,58247
35866,519435,285589,21136
41570,2283311,449268,127376
45185,834421,197489,41248
38684,1526497,2395331,88616
42114,535245,115928,8057
42857,730492,121359,75819
39851,1718326,443618,76782
41141,1809614,568900,81116
38183,811291,237399,73804
39285,729008,175476,30639
40628,1932649,340290,49554
34043,5118709,1037725,119410
47800,664981,222212,31849
48526,424271,226789,15034
39965,1904981,649596,184378
37282,1091349,446410,69170
43275,1205842,435657,99810
45459,764357,141408,56586
35789,798799,177168,16950
37585,2146196,2661520,130242
46262,680237,132953,6994
37643,840183,411905,93252
50057,107506,18605,1553
37149,1001322,394189,38653
45719,1115792,149566,17058
38729,1528129,699439,116994
38815,2380896,506368,112926
49130,339027,122556,7112
40907,1466058,408502,41337
46679,478969,84258,4262
37380,1302861,496949,78707
42822,815864,186366,83165
38538,2067263,517459,58416
36132,1799681,428121,73090
47818,579862,257255,32348
34367,2086847,395640,25896
40746,1939529,648241,97531
49372,173441,30058,9289
47124,529838,155075,17923
48946,333716,95954,22067
44538,1075755,184386,35463
40934,2994740,429529,43336
35870,1567289,817250,54337
42805,1419907,195855,51853
49111,417267,82000,7691
47120,405396,133347,19245
43902,1066238,505272,75636
42408,692895,211583,44874
37539,1000878,218281,54391
43951,1133962,369486,73389
34298,2404840,76435,26103
47347,618213,59576,16644
37729,1136073,361749,39898
40581,1938185,585854,50942
42568,768891,291462,12811
48601,396799,143238,17406
37699,617674,150247,27076
38900,3232248,503873,51859
47807,404474,114514,58038
45817,846611,169678,19557
43815,1328080,526063,121245
40898,1893495,368689,61604
36790,642593,187625,52951
37774,1006012,105263,23000
34940,3615374,992203,80138
47404,743394,197003,54590
38845,3856602,542222,106386
40900,1808504,485255,85699
43626,630761,170450,1628
43514,651198,546041,21630
39074,2002711,831007,38612
34863,2621629,816342,43826
47716,721250,192868,33307
46734,436880,197795,29369
43645,1217734,294349,110438
41965,1693049,379306,85508
41842,1527176,355142,59992
39734,1536802,575856,86806
37843,472622,164123,19740
37513,1415956,337537,109124
38096,2145558,603176,97630
41012,1792416,351009,98455
41224,1446481,825772,102199
40428,1489825,549313,41617
43780,1215131,376199,57587
35971,1678596,356598,64368
33752,4153556,1117849,171497
38763,1945566,578898,55951
45135,309180,120001,49294
41653,2024437,465544,95822
40560,1739252,874003,98965
37332,3871293,571599,95286
40867,1672120,602757,39088
39080,2046771,518039,153845
38734,1881128,431941,164714
43519,776079,267409,23232
49831,174947,87928,34443
49678,52786,19225,603
38555,2234193,494890,162220
50015,429637,22293,1321
48819,260960,34599,2607
49315,220513,103806,10498
33653,2025601,449054,55811
39172,705481,150844,19031
48008,503880,253954,34665
42803,1381020,467949,42175
38037,2322250,597133,57665
35100,1190508,622006,22377
31962,1848445,460117,27338
35300,1609592,436017,41431
34739,1302593,442186,65372
35358,2775835,517511,66467
40557,2356546,463904,88113
45604,598639,146898,32998
41510,1872284,450099,83238
41843,1877308,604757,144268
37483,1203409,224546,94460
38924,1291890,234427,37221
39249,1610026,315343,66040
43082,1277522,373652,100730
46969,458695,141474,51692
38705,2095752,1007414,130155
46726,607230,179094,42246
45811,728283,156320,84297
39443,2710371,597402,215449
43963,1031434,474216,118973
45229,769724,234373,251411
38222,2700473,471828,73670
33221,546343,123783,20296
33965,656042,155780,1965
43103,1486180,646284,167280
30520,4035154,1091639,113616
38971,774077,128686,23148
32613,2372052,1083498,62921
38127,2305874,598286,108199
39539,1399728,1024551,67184
43765,1289967,415389,127368
34306,525813,196511,21254
45301,238558,77186,20493
41768,1968694,461505,35281
43067,1311265,272209,80767
47672,731679,173928,46347
33393,3713635,553105,114766
39432,2452093,596857,139897
40413,1349527,462593,37648
35719,2063440,309164,106097
40220,1506883,395348,47692
43456,1145784,413762,104990
45907,663648,205758,45690
39287,2039934,533197,108201
44853,838320,267640,35509
42544,756775,266333,113437
36607,2247454,834214,108839
42725,1437225,216858,83161
41716,1746816,596276,89806
48184,594309,168030,38089
40486,1235976,315106,36720
38441,2554499,444782,89745
40610,1803532,570893,112407
42302,746588,187238,15074
39096,2321103,504191,78638
39105,1727083,470954,54512
43720,1245844,428907,65082
43613,1491197,207688,100787
48130,396905,123254,24929
41009,1729323,470257,109596
44880,762181,227679,26363
43762,1095656,282673,28250
37484,3284441,481197,86847
47878,468855,148673,28038
36107,1223915,472524,87374
41059,1835971,474172,114445
42013,1909790,906432,120940
33850,3119479,636290,410264
44179,1127361,251005,37630
34004,2897677,853667,101683
39399,2514668,578468,108997
35033,3230881,752425,111017
41429,1890927,495328,77359
36064,1095598,309530,50804
39026,2419386,958533,107681
41787,1530648,643299,30692
39438,2174151,610080,128522
42463,927918,175040,54076
48023,497464,125601,31462
41969,2368067,300201,61920
48794,257310,42959,12180
48752,181853,13520,24519
37650,1418508,199323,104233
37251,975425,324929,69812
46955,563517,99738,56219
46763,415973,226985,23782
40845,1673022,407407,88265
36856,1204306,511812,74815
44143,1648964,485765,42931
44933,848323,215290,29406
47520,492649,88007,30164
36583,1259781,292321,56444
33695,763264,221420,15542
47047,418914,75520,44503
38669,1747976,484119,59934
46185,598139,203521,28888
46782,496210,126973,36445
36291,873440,318760,84732
38308,1250872,403411,85654
42454,596707,216587,53186
45923,718303,159728,53089
46013,754976,149308,45641
46380,411832,79477,22619
41151,1563517,711400,114835
41096,1377924,294079,82598
45424,702001,217172,20359
46747,419145,203660,48343
38570,2191866,289007,55602
36316,1594886,315428,62796
48950,371659,92518,24363
50097,122759,484095,5116
47783,518718,156212,27829
48528,374759,179214,27670
46471,637738,167628,24092
43324,1207587,302183,79745
39095,1854324,755823,221366
43563,1150233,420925,140100
43845,824717,259086,63235
43878,1396945,342090,35362
42920,1142017,446444,106776
30747,2438474,703527,124691
47735,600589,168409,71202
36810,2024333,468092,120893
41092,1837820,571522,132915
39649,2106190,587935,49169
35957,1125843,338908,52846
41258,2810038,519037,69045
48500,416614,199790,29784
46663,498448,192329,11906
34680,1969499,577780,48864
42487,1182302,370767,65059
43618,954248,1275850,46434
39069,1409860,350638,63193
46396,657618,96814,8926
36943,753068,287510,71950
46571,590998,201577,24315
42409,969777,179893,29197
39093,2208876,518260,130434
47582,808982,239113,42255
43033,1256556,540178,67395
38172,1979450,443889,116220
42024,840875,311103,13536
47489,751745,181064,14896
44452,252755,270708,32349
43631,1271302,409577,57812
43174,829614,233207,81979
36548,1078966,331967,70214
45195,738819,165636,73095
46759,566945,203869,25806
39551,2266159,625448,64916
30813,3665530,818890,95479
43755,1260962,578242,44553
43938,1416792,272090,46438
41289,1962207,466056,50535
38563,2800090,727332,192556
33753,2607909,550704,63112
44312,750802,329327,92902
38830,1772364,268675,61856
41940,2219864,551966,92657
43785,1239753,444619,129928
43266,1426738,336106,84377
40246,1982570,484308,52557
36938,455160,227850,15794
27621,1929611,600104,54730
37849,1244094,468864,40769
50042,176895,69276,24403
37229,787749,255487,57304
37117,565744,227348,89087
37346,943423,285509,123310
30764,3353744,689017,120850
43712,1049341,315803,89420
36018,198737,49092,14823
40425,1450711,428302,86406
45220,741503,261320,17195
44974,802174,282067,15055
43430,1600418,427861,133528
33579,3064813,407159,90701
37280,808756,259113,52698
49755,134811,27769,4020
49521,387068,127430,10650
42266,723778,297458,18232
33375,1686966,364922,33692
48795,160390,56495,8080
35069,3210163,850043,114157
42663,1025435,273926,57013
41340,1281301,220437,24438
40540,2672370,456553,87592
36412,2831608,851672,163838
49029,289285,15001,2186
47482,1018896,270851,57159
46986,594559,59287,19772
40193,1846757,445736,90559
46789,509730,182778,31928
34158,4581326,828604,174730
48682,786182,110628,20526
39000,2158615,552043,75601
43609,1342747,364830,49833
49773,274376,82700,6858
40501,1430463,393156,1918914
47623,397328,144391,21550
38225,1011310,237522,24627
49442,321086,128695,29279
36968,613304,148842,31701
43200,1397557,358537,52724
36853,1755340,618361,67337
38040,2414963,646952,89929
43607,1152099,632898,104460
40879,1821789,560091,136791
35955,635545,150634,61199
35079,1468523,423690,45668
42718,1485016,318227,99696
43675,1145920,330476,30430
40317,2756400,109521,109980
42865,1925522,326550,70657
38544,3438963,716908,61181
42556,1432873,458458,117009
37085,1434839,318374,123325
48614,466137,166896,28737
44975,679635,176384,12377
44162,960340,163999,39373
39270,2251184,703025,127132
34389,2386952,642308,498928
46270,524577,88960,1411
37569,1620919,346845,87826
45617,547314,914684,33844
47021,291162,140157,21473
36854,720592,177347,35962
31501,1656610,390539,54839
45053,924525,195016,64893
36339,1578378,578426,100751
36061,1201987,449033,87840
43771,1479226,390885,106603
37572,1280635,173506,17615
38210,1965068,3436275,55608
38569,1752813,654578,97296
43101,1044207,460028,64422
30176,3585326,1262063,131762
33576,2162159,424108,91110
43710,1263093,415812,119698
43690,1248468,322520,59304
43808,1199395,420158,68639
43448,534983,112116,14273
41378,978913,221187,46319
44998,860555,271084,3701
44167,727398,452340,87633
49861,195204,65383,15486
48962,373518,130152,16850
41040,1564529,582024,98223
43799,1254066,350203,27130
43447,943078,386643,82035
35317,3578226,862322,188582
49980,232684,100715,10934
47524,589892,223847,47440
43426,1373102,341563,40444
41452,2124698,453518,55542
48385,457204,175157,11024
48342,357210,87361,17259
34773,261803,127353,4471
39699,1642499,439827,151124
48111,438656,161860,25989
39711,2110333,563339,59416
33856,3710044,1172350,176792
43094,2302578,436137,22906
37231,923628,319315,72834
35942,1057533,478776,65518
43158,880693,376161,10655
38943,1894084,479049,56844
44108,942137,302447,114375
43440,690519,190881,44338
43297,1992608,373986,76340
31431,3203426,864934,264752
49562,166035,71176,23733
48337,492313,106104,15906
47677,797141,176867,30106
33050,2444012,517602,37662
45580,2160373,145814,27785
40399,2186032,531185,59879
41755,2053715,613228,79030
40049,1655406,473286,124504
43897,1391909,266735,101628
35369,3027071,499969,58783
45390,622774,153070,12445
39049,2715697,415630,69713
48318,542064,174458,22892
42499,451310,149263,9613
41104,2070785,458491,86766
45463,378284,66927,5438
45694,464204,100095,11781
44134,820895,254083,70917
26160,70114,15422,3432
44238,805681,255716,25649
39218,2180005,604479,124161
44665,619606,194799,69803
35176,2307536,737540,87984
35747,1633000,438711,64973
39357,1923724,642311,136516
45918,724995,192540,30252
44491,672668,258871,38960
49957,243443,42732,18212
41368,1607973,649552,43183
41919,1619907,621851,85022
36349,956556,388628,64788
48481,345164,70337,21570
36442,346069,29478,7681
38297,2046295,496950,129555
39556,1187210,264063,34391
38344,724520,245370,23775
19413,1026168,720899,42512
35673,2337313,456535,72973
43671,2040447,236922,85753
41660,1756730,456178,86096
40545,1544392,559252,53556
38706,2033029,724134,130373
39958,507738,131897,37718
35598,3037092,824149,121411
47756,628237,389530,28678
41475,1338929,582155,55051
49079,206482,20763,3235
41702,1755651,327533,46101
37749,1389083,396796,111537
35018,2133254,573294,54096
43824,1220423,339193,133722
48335,347347,146597,26005
43649,477066,234341,24459
36255,2014033,562768,130195
34128,3515847,1005698,76375
40871,1671415,471227,18195
43596,1119547,353893,82196
47596,666756,303058,37644
49928,335776,65384,4878
35700,1110868,225478,72230
34255,1999923,369583,63671
44115,1070531,358955,147762
36758,1660867,440498,132625
44848,313124,66199,33260
38633,1144985,853983,38329
44002,878342,163221,26114
45475,726756,186337,40535
45791,694680,160405,33448
29923,3053123,736869,134590
37319,1453618,586254,111333
37559,1195980,749464,69873
44820,667124,159198,60694
42615,1250656,209171,84545
41218,1252018,480499,59829
46894,551226,144462,38869
40568,1979251,500694,88289
44814,602132,225357,81679
47219,605767,66559,3098
49663,224018,110597,16215
40795,2063684,501088,132748
43154,1344649,523348,64244
35983,141637,80083,4114
32825,2974849,1069503,97235
43198,1403512,236159,9322
43075,1039301,384351,49648
34353,3995936,1508718,252794
34582,1776714,476027,110682
39694,1974014,558299,43723
34065,179080,35589,13767
41182,1855372,526785,52938
38111,961864,782019,46176
47474,638633,446415,56264
35697,2654118,613807,151384
43289,888439,227218,30287
47586,484017,85765,21114
42981,1184797,304992,65124
46305,1343814,404909,63339
44873,832778,246196,46409
47674,758966,160542,18816
37417,658976,223570,62129
35982,952291,295662,142497
37738,637356,154000,18242
35938,1004276,335122,30616
36440,1223178,383738,116407
40113,1934839,776556,93190
48527,406230,130836,20319
37260,1083602,293454,150028
47437,2362519,218722,25835
40458,842121,163546,29242
38925,2035896,478598,72189
42610,180758,21386,1490
43620,1481396,336542,233285
46830,789589,114788,10896
47186,552145,86340,26990
40576,1066404,151099,18597
39534,1937859,600095,93708
40615,2135164,424847,114991
46412,629224,174340,12405
44242,779728,265180,29251
46078,1132796,27258,15756
42173,324080,50086,26875
45157,749823,186248,63446
47175,743549,137583,36986
40912,1778141,402130,45776
34106,2062999,445342,78582
47855,341436,41596,5584
42646,1314186,1108320,57874
38794,2220557,456912,118163
42807,1309703,297612,61292
42187,527201,205330,27066
37870,1895866,653543,81293
42553,618813,84607,74117
30480,2987269,879144,108045
48249,500712,233890,33054
37508,1438395,754533,71365
44643,911055,237964,46911
46090,552853,141232,36721
38063,1744457,455736,101316
42599,1135882,189138,71471
49092,128216,39485,4145
49127,106589,13237,3256
45508,615767,109628,7316
37092,799595,214097,41152
44114,1106914,304357,104920
43766,1321904,295409,64380
44524,881370,280586,36888
43903,1661970,255168,71006
38489,1584848,1522086,49780
39554,1682205,438743,31097
43820,223735,177901,7043
38881,2044600,622695,113482
42263,1079226,244861,39817
43899,1008104,514468,60456
44000,1175934,318392,62373
44812,590624,174990,18628
46176,621648,252285,189460
42813,903297,398751,56473
33742,3928346,989007,176852
30871,2445835,658833,88472
38064,2304365,477175,30060
40672,4856913,287927,39957
35885,1112403,210283,44836
46562,504640,121640,8677
49166,204307,61616,9038
36467,1639392,1606962,124000
40924,1168288,247324,46001
45319,642933,132861,21769
45961,348308,75042,15587
43558,761590,174528,36429
43857,1156248,340654,51281
36060,2230201,477819,74580
44260,1494600,301715,68729
38946,2616008,670907,62050
39577,2165019,2859239,69613
37790,604980,178257,57596
39767,1744634,1485326,39014
43346,1059430,273134,140771
39726,2523626,523538,38722
43996,1002839,380692,65411
38184,889742,117919,28287
40796,2051344,432889,68476
38092,2690666,585269,120618
35961,1973993,599137,97709
38098,1936092,700381,69375
50001,226940,57229,14837
49626,168802,35904,5862
34786,1064081,231418,35280
47329,451670,88318,6074
46475,347962,172412,16613
40508,2735260,324041,31858
40404,1861169,522063,1005014
33737,3064813,969070,100791
42736,800849,187449,70823
33888,3251220,836367,173707
39942,1787117,454117,93644
39339,1651278,274538,47160
44314,614578,196206,27989
41063,2138214,434853,95455
46749,388993,208260,44347
44361,740218,176754,49582
48061,225792,339810,15336
35848,1143191,281418,42383
44550,998896,242873,73458
34411,1912254,506002,40542
46633,468118,231636,9551
36466,1182708,504730,100466
46193,563854,153058,5965
43746,1142441,467354,60271
47536,690788,239665,36607
37838,1045067,370772,69310
46870,463263,192227,40336
41007,2495612,495908,66030
45983,960222,104020,20289
46904,684148,52904,26483
42180,718264,307073,38854
36801,1012471,375392,59387
44146,642952,315858,24229
39137,1771279,673282,78771
42241,981417,356109,36624
48291,533969,111799,26686
36627,1056970,348344,47149
47780,1229130,152429,31756
46570,541749,156072,22291
33569,668323,136716,23071
48880,220431,34518,1308
41273,1617646,592232,189166
42216,894454,346824,52997
39806,930423,98647,9358
41139,1730874,558284,35038
37253,776663,299974,41924
32526,2545844,780803,125216
45068,826782,200184,129605
44666,378483,187962,8289
44658,810915,387507,75848
46327,322278,134828,24747
42268,659733,293364,70374
48785,424049,85091,27933
47908,375112,201319,4318
37139,557230,238915,49230
34929,1461440,398874,75084
46231,535694,195409,39744
42395,975914,217319,40389
45097,595428,211217,12586
39484,2631053,640773,106209
36917,941765,278175,58241
34684,1142480,1582871,54315
45830,927301,179199,77945
47940,411808,230172,62520
41490,1139714,291720,83417
41788,1274203,878680,17654
37712,3014208,940510,184831
43753,376343,76810,23447
35930,860908,380137,66992
43535,1194488,413142,79251
38707,2171076,735689,60166
43566,1792240,284918,18160
40153,1314789,331205,37023
33620,416425,67608,18054
44218,874710,330843,59280
40861,2033543,534352,248359
45420,1026221,208466,27690
49673,199878,100725,6697
42811,1010197,371006,38908
42518,441974,63240,6236
38204,908114,202332,41088
42919,977361,368465,19791
47196,565171,114949,12650
40594,1205047,410504,60082
33992,1014610,216477,22098
31467,1879916,404813,37232
44892,732271,237820,41755
41736,1976780,468774,89056
41362,2038858,422992,57881
48871,296425,50137,15741
34783,1480963,266750,102512
45404,730402,173583,19454
35634,755556,228517,44187
39430,2372731,560234,84996
48230,145588,62995,20889
48334,334195,107322,20232
39605,2214639,456976,128072
42941,528629,243755,12860
35201,425868,37599,7164
42930,1306273,502348,40329
35002,1907388,430272,89586
43384,762596,426100,59318
45056,895550,111667,15303
35265,1570010,319267,36515
47965,539503,200192,45982
49395,340722,79886,1541
49438,383846,122579,23062
49654,243530,67689,17564
38422,1987567,699336,80580
37873,761524,135845,45077
47027,520462,170194,8022
49667,237821,59588,5648
48561,384625,119344,27778
37195,1221963,475343,80912
40275,1963180,660560,84464
47918,1143760,158110,18242
49296,151414,76066,4562
37702,1532211,449246,77361
46008,241805,119542,12784
48392,382049,128896,11425
37190,484159,116923,20153
44607,774237,238848,90558
35913,914365,253975,36116
43457,1371262,322682,132270
47746,660622,149347,43047
48131,420143,398512,2167
36095,1802977,326587,51092
46754,473233,198303,31564
45318,861588,172672,198511
46642,558297,62586,70527
36496,1462905,220055,25049
47213,557602,123692,15921
42273,854969,251579,10105
37440,1275140,310554,42465
41824,1307841,493211,48944
42979,1599925,300131,61274
44833,751439,222485,15760
42203,777606,219392,39649
45568,738223,339440,46110
48473,341374,713264,12270
34315,3534067,786453,117024
44453,479028,141616,21359
43716,1257854,358338,103140
40872,1681777,561179,102044
41680,1942104,515641,75699
38764,2891803,743452,84596
44953,803271,319413,18630
45093,730145,245143,23933
48268,485112,108165,8438
45489,622063,293848,27114
37041,900356,437561,62421
46569,650564,125326,40525
47498,1299795,290798,46387
47950,684095,153352,42496
44169,1549153,206678,79855
48079,617401,206256,15706
36396,1208577,306750,57137
45855,593958,222117,63711
44029,602607,147934,81290
44349,950731,348181,30587
47407,652514,268251,57620
45599,938734,138112,28005
34720,1113229,217214,55891
42369,199178,150417,15192
46716,549497,344507,12556
44647,835578,301471,93364
44457,781143,174899,53737
45607,770621,132959,52027
36216,2452894,581668,176551
37597,662651,274476,35881
40427,1664241,480667,100909
48953,378409,73649,38194
46164,660976,154645,35796
39540,2365597,609338,118742
32850,2788247,618080,52697
34275,4343306,1268160,149505
33632,4517200,479359,74460
40732,1201137,284707,39536
38104,2268297,539240,86377
38833,1840923,681933,49723
38855,2325966,795144,104231
33868,881558,199043,34496
40720,1812953,382789,183289
39704,2122083,514613,137663
34965,1141276,260925,61513
42804,1384447,291962,67339
37098,857778,318174,65776
43233,311243,137219,34416
38942,472773,88982,31509
42377,1019200,287699,47539
33604,1847726,323854,74300
34409,4255006,1184930,131603
49830,197773,171665,12120
44939,853907,142812,4520
44078,861922,376835,128687
43916,614980,121758,26665
41476,1257859,266257,73931
37302,614354,163322,68778
40701,1273962,414330,75459
38283,2493559,719575,145193
37692,1381344,584068,60814
38364,2000225,589986,117929
42922,807039,106933,8161
37491,2064696,841209,106220
43644,913657,408765,56632
38462,1649307,764868,49309
37008,637707,139349,16528
38388,1747941,603067,108762
38742,2190887,760330,159361
43480,1032061,563061,69844
44925,916193,258242,39792
47076,543593,143952,9018
36714,1585972,367226,50646
47578,270478,69577,2281
47768,681623,175076,45949
46964,387869,224828,22336
48638,302498,136024,31464
45165,567023,271867,19660
48319,410535,138457,13256
46043,631727,203986,13678
46780,692107,78377,13519
43517,1459255,327521,58240
45533,825819,100950,7625
43674,1043734,456132,46586
36722,843117,195030,72430
46477,575014,141679,30357
39268,2035877,513213,59678
43097,1343290,428609,127146
44344,1078286,140799,94421
46772,432092,205179,8197
41628,1658886,677645,60505
48432,536800,334432,16216
44196,984247,282902,31957
41352,1606087,367756,89163
47710,993318,211107,34216
43997,1149712,241874,70671
36357,1031698,246850,50132
46183,620599,257437,18333
49689,163432,88918,1339
36776,1165345,322847,81166
40549,1667969,547595,83862
44622,1335437,211774,58701
41663,1538906,444398,107849
47703,523203,159840,43605
37162,1112114,272304,69725
46998,603160,90352,11169
36784,1898152,1313996,195218
38805,943954,1366134,61050
42415,982065,215331,79723
48943,51867,13955,5460
43543,765582,115662,39751
44852,632375,233120,42309
36836,1086415,345710,42171
45674,981976,134545,29678
44539,1042907,286618,23432
45565,731453,153767,39516
44922,403969,171862,31836
43685,970334,279285,26872
47681,245553,57691,23377
46042,603739,150468,19402
36614,1693925,351442,94924
35887,207056,55717,29076
37689,1032700,516889,40814
36051,611554,174334,16272
44510,869597,154007,275840
37055,1634065,2216880,86758
44518,625254,250565,2465445
47131,569641,114291,8456
44983,652598,164292,36927
46171,378729,107997,7861
37582,609759,37852,13410
44093,1393572,255762,27019
47572,496542,201591,22175
49403,94917,106212,8836
46148,678379,153557,42724
38822,1915915,466249,948568
45600,1061552,181049,47831
42297,782573,135070,11479
38334,2158240,565616,25315
34261,1470622,425150,52749
42011,1787140,741502,71911
36615,352466,211971,65294
42959,1654345,276102,62750
44576,219125,68434,29905
46435,476142,214254,14660
33991,1443735,406816,51489
36880,939225,307063,72438
45212,573981,311445,34123
45019,790415,267120,36508
43064,1982389,434413,72007
45660,709066,237739,11706
41713,1778658,497089,72360
40465,2172322,389819,97128
35739,5532447,696226,185519
46948,565181,102428,14074
39818,2414366,476805,110647
44861,860935,222594,60173
44923,761724,261742,11693
44289,1260465,169056,24544
45198,649320,174893,54592
44652,719348,272899,49408
37275,970781,343080,202991
41010,1040437,1548861,16857
43575,1050870,414039,53622
45308,678574,191805,35543
44729,493885,97500,10497
46021,434400,135760,59906
43092,536007,128880,38442
36975,1154548,211289,40304
39145,1763326,237108,65305
33668,1357124,180631,21294
40892,1903978,597157,156065
38949,2175308,372115,43176
43779,1345507,386922,95222
41146,1932800,551896,119008
45265,557856,286257,53990
41405,1871207,473882,61473
47090,554612,99929,25288
37557,1383112,233417,18303
46554,680859,92222,388067
41583,1767954,473048,69588
39817,4816832,539346,79884
48266,336293,151427,20109
42407,730378,229144,42588
42961,1246024,343842,66069
45442,498296,183183,23103
47440,756532,144939,78895
37730,488967,241731,11709
37466,1069886,316811,75755
47618,766936,156329,45224
41369,1113038,346502,58342
45945,590158,174289,45781
37656,1110756,278905,43346
47814,268390,105161,19931
45434,762449,265875,26702
37817,1089247,394113,44952
43569,1350239,332733,88189
35371,3321871,584664,86604
37829,722866,172664,26646
45877,553214,194936,22244
38849,2193828,626717,91162
41105,1750843,276171,55769
39029,2352238,788965,68754
42635,946177,359622,54476
45567,930201,157446,35487
37032,2710309,139818,32721
45222,1270737,32956,26872
46696,557305,227306,12605
41004,1142454,337201,26954
43919,415589,270541,54439
46274,643096,155156,8746
46057,668266,164181,57063
41178,343256,58112,38540
47679,513106,196694,29066
45771,48949,21994,13258
39118,1149685,233856,65013
45742,779675,158399,13834
45681,879092,174725,24435
45836,376625,271458,17956
42511,1295926,536667,95394
37125,276694,103586,50097
44854,668493,258611,56870
45516,825288,131244,5145
45787,442498,166018,10911
47465,839556,139423,26349
39168,2191051,609816,72172
48637,369464,127220,22690
36667,1494346,489577,104126
46859,514406,212102,47587
45991,687687,187682,18267
36652,1200489,271966,52440
36636,670425,214022,37942
45497,756757,149538,77298
47893,605302,283777,24002
44947,1345338,251329,26461
36033,787820,452620,756013
40957,2096998,849323,82009
35984,587412,194500,50738
45180,581122,251377,19600
44063,1052485,287009,59679
36456,842683,328737,96640
44007,1238655,229945,62725
37781,1239399,433789,62373
44553,1002688,179279,38413
47510,77256,13887,3366
39581,2570840,547621,120652
45158,338840,105470,12880
37163,1288799,662042,100909
43994,1114014,278466,59719
42462,996320,285041,55380
45722,821486,172838,42385
44511,2369721,220028,35480
44866,694069,149027,36989
46762,548669,153426,14293
36118,799353,242589,25564
36659,990620,355314,43254
48483,435639,145958,8399
44926,745855,230926,12521
46084,708242,166529,35243
36927,234634,82556,12646
47458,677496,234245,31024
48589,272059,119966,10427
45587,635686,155496,28262
46564,378347,102232,59604
37062,1268777,382357,68438
42906,1169129,516105,95341
36909,659178,338111,11726
37184,355356,114125,14502
45708,673431,213632,30086
46460,451193,170259,34665
46079,655006,106235,30513
41566,1731562,485028,39510
33401,1809751,1951322,23386
34239,3815451,788643,62423
47960,630782,297317,43357
45228,725829,201522,15847
36081,1083269,300973,64359
36230,647953,221491,47088
43437,1081841,407802,25040
45924,515016,265549,48356
36501,762010,182299,73903
47240,424666,95038,36357
45194,1041877,163000,11977
42019,1729173,501959,104130
42493,690091,145097,45697
39281,1152460,348738,51996
48975,188157,41024,14633
44105,1561576,1074846,25693
36148,965181,365065,40855
36569,772126,282648,66063
45867,771628,175704,32789
45622,877332,200186,34399
34868,1458057,232595,54443
41792,2196092,580924,83701
36459,2295763,709163,171528
33599,2674942,353825,35599
38791,1579731,558741,56687
44135,755164,328749,58759
47300,504357,149945,36481
47359,877359,300286,48981
49573,218927,85328,10609
47043,543518,128961,27546
45677,586435,100324,63575
47364,732522,304243,77370
46582,633467,115694,32844
44987,450091,64021,11965
45561,1146029,184845,46132
33577,4844657,448594,13148
44678,510567,208208,24776
43776,996490,210204,59589
37241,243270,95449,19598
47395,651822,226740,41665
45578,622996,201620,83369
43133,1143329,361526,53940
46563,615443,208051,14058
45519,987054,174014,61245
36406,2548757,241637,19795
37685,897857,260252,32886
44272,1046957,194633,45920
44517,709795,184288,43537
39736,2036750,554728,40574
44624,1542606,255066,23159
35169,3261424,1121548,114841
34651,2102656,433295,56273
33110,2071110,367529,27041
37591,1451180,368249,120933
45812,839727,172088,18926
45452,617165,158727,22451
44596,828000,258848,60440
35327,3265878,433748,63695
43429,1057729,428285,75316
47881,588099,238096,19917
40993,1828360,481300,77286
37114,848781,133431,6382
45055,571630,533125,6378
36783,1783130,410306,46436
42172,735738,316450,39313
48665,335965,148518,21014
49323,251505,105037,4630
45184,890003,211153,19126
37131,769690,217021,46632
47248,580658,229778,15555
45635,690174,317046,28374
49393,351189,61866,19620
35636,500152,206630,23351
46970,496006,203439,15434
45043,918877,195560,35051
45738,670503,191828,34609
46685,627468,200154,62639
