occurance,start_station_id,start_lat,start_lon
1097,4130.0,40.831584,-73.9149
213,4168.0,40.842675,-73.908544
190,4202.0,40.819999,-73.897263
223926,369.0,40.73224119,-74.00026394
233730,433.0,40.72955361,-73.98057249
41721,3067.0,40.7016657,-73.9437303
22008,3222.0,40.685159599891776,-73.977113664150238
222346,3244.0,40.73143724085228,-73.994903415441513
222346,3244.0,40.731,-73.995
107983,3440.0,40.692418292578473,-73.989494740962982
15057,3517.0,40.7711528,-73.9170074
32391,3613.0,40.746,-73.959
32391,3613.0,40.745038,-73.957539
5598,3795.0,40.671907,-73.993612
5167,3869.0,40.692,-73.92617
2198,3968.0,40.814232,-73.903927
678,4195.0,40.83094,-73.91125
58481,216.0,40.70037867,-73.99548059
69208,3231.0,40.767800801481322,-73.965920805931091
69208,3231.0,40.767,-73.965
43793,3358.0,40.6711978,-73.97484126
84200,3362.0,40.7781314,-73.96069399
24331,3491.0,40.79747,-73.93504
23377,3588.0,40.7671863,-73.9373554
46345,3632.0,40.728048571362606,-73.978811502456665
4524,3840.0,40.69811,-73.90904
6097,3842.0,40.69502,-73.92825
2540,3901.0,40.70998,-73.91116
8963,3946.0,40.818477,-73.947568
1023,3966.0,40.811314,-73.907729
26,4258.0,40.754795,-73.917014
10924,218.0,40.69028437,-73.98707105
540004,459.0,40.746745,-74.007756
540004,459.0,40.746,-74.007
34597,3056.0,40.69072549,-73.95133465
34597,3056.0,40.692,-73.95
191239,3156.0,40.767,-73.953
191239,3156.0,40.76663814,-73.95348296
53609,3284.0,40.781410700190015,-73.95595908164978
29176,3542.0,40.8086249,-73.9596214
29176,3542.0,40.809,-73.959
40689,3581.0,40.6740123,-73.9671457
23004,3617.0,40.7671,-73.9169858
78079,3725.0,40.7687620293096,-73.958407938480377
833,3970.0,40.819609,-73.916071
8173,4007.0,40.823168,-73.955857
600,4092.0,40.830179,-73.928747
677,4139.0,40.824796,-73.90242
15,4315.0,40.76072,-73.910989
367465,251.0,40.722,-73.995
367465,251.0,40.72317958,-73.99480012
732353,435.0,40.74173969,-73.99415556
732353,435.0,40.743,-73.995
32361,3058.0,40.69237074,-73.93705428
42222,3144.0,40.77677702,-73.9590097
90009,3146.0,40.77573034,-73.9567526
15562,3649.0,40.814394437915816,-73.953247368335724
60547,3671.0,40.774779448957283,-73.954274654388428
3842,3704.0,40.7437524099784,-73.941764831542969
10722,3776.0,40.700003,-73.92834
9418,3820.0,40.69757,-73.93098
1876,3984.0,40.824013,-73.954743
668,4199.0,40.83406,-73.92243
140654,332.0,40.71219906,-73.97948148
140654,332.0,40.713,-73.98
54016,365.0,40.68223166,-73.9614583
179216,386.0,40.71494807,-74.00234482
293845,388.0,40.749717753,-74.002950346
293845,388.0,40.74971775,-74.00295035
293845,388.0,40.749,-74.004
351,3019.0,40.716633,-73.981933
129534,3092.0,40.719,-73.959
129534,3092.0,40.7190095,-73.95852515
86451,3101.0,40.72079821,-73.95484712
86451,3101.0,40.722,-73.956
365034,3141.0,40.764,-73.959
365034,3141.0,40.76500525,-73.95818491
54764,3157.0,40.77518615,-73.94446054
54764,3157.0,40.776,-73.944
248681,3233.0,40.758,-73.977
248681,3233.0,40.757245679117261,-73.978059142827988
47849,3379.0,40.7903051,-73.94755757
47849,3379.0,40.791,-73.947
49119,3411.0,40.6849668,-73.98620772
18818,3498.0,40.7974772,-73.9311847
58412,3518.0,40.808442,-73.9452087
48093,3648.0,40.697950315695437,-73.970775604248047
24180,3739.0,40.735918,-74.000939
5654,3900.0,40.72226,-73.93889
3205,3909.0,40.704,-73.905
3205,3909.0,40.70408,-73.90408
24701,4121.0,40.74714,-73.97113
35,4265.0,40.758057,-73.909831
19,4266.0,40.760083,-73.907107
373542,297.0,40.734,-73.986
373542,297.0,40.734232,-73.986923
31400,3391.0,40.7892529,-73.93956237
137016,3423.0,40.6610633719006,-73.979452550411224
137016,3423.0,40.662,-73.98
257757,3641.0,40.742868773121117,-73.98918628692627
13702,3662.0,40.761293897289086,-73.916916847229
35039,3721.0,40.7675487799971,-73.9209334552288
18256,3731.0,40.758397,-73.98255
21908,3755.0,40.690648070829432,-73.957461789250374
668,3972.0,40.822215,-73.914688
1572,3976.0,40.819823,-73.912411
160,4144.0,40.816567,-73.888161
224,4304.0,40.765353803858659,-73.93986314535141
332618,417.0,40.71291224,-74.01020234
500891,2006.0,40.76590936,-73.97634151
500891,2006.0,40.767,-73.977
32287,3095.0,40.71929301,-73.94500379
133711,3132.0,40.76350532,-73.97109243
133711,3132.0,40.764,-73.971
24565,3324.0,40.6685455,-73.99333264
105745,3350.0,40.7973721,-73.97041192
105745,3350.0,40.797,-73.971
116648,3372.0,40.7689738,-73.95482273
45,3485.0,40.725208,-73.974724
12528,3492.0,40.8005385,-73.9419949
21737,3495.0,40.7945663,-73.9362541
46374,3533.0,40.8114323,-73.9518776
112,4229.0,40.840494,-73.911479
222297,422.0,40.77,-73.989
222297,422.0,40.770513,-73.988038
574042,499.0,40.76915505,-73.98191841
574042,499.0,40.77,-73.983
558531,514.0,40.76087502,-74.00277668
558531,514.0,40.761,-74.004
266306,525.0,40.75594159,-74.0021163
266306,525.0,40.755,-74.001
109186,3169.0,40.78720869,-73.98128127
112002,3283.0,40.7882213,-73.97041561
132562,3472.0,40.743,-74.007
132562,3472.0,40.742753828659033,-74.007473587989807
21198,3511.0,40.802535,-73.9532423
22750,3531.0,40.8125511,-73.9492286
2729,3929.0,40.81093,-73.921606
68,3954.0,40.807258,-73.907999
68,3954.0,40.806,-73.908
1799,4015.0,40.82923,-73.936996
684,4128.0,40.837576,-73.910489
477,4207.0,40.831305492672961,-73.917447924613953
132676,239.0,40.69196566,-73.9813018
132676,239.0,40.692,-73.98
273583,346.0,40.737,-74.007
273583,346.0,40.73652889,-74.00618026
17974,3091.0,40.71764,-73.94882
61478,3102.0,40.72179134,-73.9504154
37815,3303.0,40.6849894,-73.99440329
133786,3467.0,40.724946723594158,-74.00165855884552
42251,3571.0,40.676368,-73.952918
11,3636.0,40.707731483954696,-73.934522867202759
48779,3734.0,40.758,-73.962
48779,3734.0,40.759125,-73.962658
572,4030.0,40.822267,-73.916792
3077,4061.0,40.84522,-73.940493
661,4090.0,40.823429,-73.924689
763,4115.0,40.80046,-73.92404
310,4149.0,40.82895,-73.90521
81,4209.0,40.838706,-73.927034
40,4230.0,40.8358771,-73.8931428
833,4282.0,40.731911323231742,-74.008769094944
116605,225.0,40.74195138,-74.00803013
79840,248.0,40.72185379,-74.00771779
335687,307.0,40.71427487,-73.98990025
338913,474.0,40.7451677,-73.98683077
338913,474.0,40.746,-73.986
559355,477.0,40.75640548,-73.9900262
559355,477.0,40.755,-73.989
18654,3061.0,40.69622937,-73.94371094
59153,3080.0,40.70934,-73.95608
92259,3136.0,40.767,-73.971
92259,3136.0,40.76650452,-73.97147595
92259,3136.0,40.766368,-73.971518
11955,3342.0,40.6777748,-74.0094613
7493,3586.0,40.7638753,-73.9364848
1833,3872.0,40.6972,-73.90674
2827,3896.0,40.70183,-73.90625
1028,4103.0,40.834457,-73.928381
804,4108.0,40.843264,-73.904867
686,4161.0,40.84224,-73.8985
254349,252.0,40.73226398,-73.99852205
289613,265.0,40.72229346,-73.99147535
32481,271.0,40.68528172,-73.97805813
32481,271.0,40.685226719472553,-73.978001475334167
244022,377.0,40.72243797,-74.00566443
36442,3071.0,40.70538077,-73.94976519
6945,3234.0,40.751593684511121,-73.98043155670166
43997,3377.0,40.6786115,-73.99037292
36743,3386.0,40.6809591,-73.99905709
103418,3402.0,40.6902375,-73.99203074
103418,3402.0,40.689,-73.992
22206,3604.0,40.6630619,-73.9538746
478,4141.0,40.818185,-73.894143
126608,157.0,40.69089272,-73.99612349
289143,304.0,40.70463334,-74.01361706
139509,356.0,40.71622644,-73.98261206
111058,471.0,40.71286844,-73.95698119
373702,528.0,40.743,-73.977
373702,528.0,40.74290902,-73.97706058
27857,3046.0,40.682601,-73.938037
82858,3116.0,40.73266,-73.95826
87666,3243.0,40.75892386377695,-73.962262272834778
148368,3258.0,40.750181563256831,-74.002184271812439
38885,3339.0,40.6765304,-73.97846879
29081,3413.0,40.6827549,-73.98258555
24039,3479.0,40.685125595154148,-74.025353193283081
44641,3628.0,40.8025566,-73.9490782
1520,3700.0,40.779406085297872,-73.953335881233215
3114,3843.0,40.69905,-73.91516
957,4013.0,40.82831,-73.942924
971,4126.0,40.825737,-73.927311
1681,4167.0,40.84301,-73.91172
6,4321.0,40.780478,-73.912212
320782,301.0,40.72217444,-73.98368779
320782,301.0,40.722,-73.983
314650,305.0,40.761,-73.968
314650,305.0,40.76095756,-73.96724467
388779,479.0,40.76019252,-73.9912551
388779,479.0,40.761,-73.992
74617,3106.0,40.722,-73.944
74617,3106.0,40.72325,-73.94308
118084,3148.0,40.776,-73.95
118084,3148.0,40.77565541,-73.95068615
32301,3246.0,40.695,-73.992
32301,3246.0,40.694281141397326,-73.99230033159256
2,3248.0,0.0,0.0
56824,3300.0,40.66514681533792,-73.976376056671143
56824,3300.0,40.665,-73.977
34129,3338.0,40.7862586,-73.94552579
37927,3407.0,40.679097997216843,-73.987654745578766
184680,3427.0,40.724305272503322,-73.996009826660156
508,3468.0,40.7303801,-73.9747502
93,4169.0,40.83899,-73.9109
762,4190.0,40.840683,-73.915073
75,4310.0,40.756351,-73.936515
84757,82.0,40.71117416,-74.00016545
84757,82.0,40.71,-74.001
69288,137.0,40.761628,-73.972924
226514,238.0,40.7361967,-74.00859207
226514,238.0,40.737,-74.01
110787,274.0,40.68691865,-73.976682
110787,274.0,40.686,-73.977
96871,300.0,40.728145,-73.990214
84971,437.0,40.68098339,-73.95004798
84971,437.0,40.6809833854,-73.9500479759
20,3252.0,40.675349530674119,-74.010020345449448
11039,3326.0,40.67434,-74.00194698
42638,3412.0,40.6853761,-73.98302136
42638,3412.0,40.686,-73.983
38583,3562.0,40.6765198,-73.9596082
14673,3727.0,40.717661970839941,-73.948800265789032
14673,3727.0,40.717847984177283,-73.947520181536674
15181,3789.0,40.68186,-73.959432
5945,3920.0,40.810224,-73.937195
4914,4014.0,40.829114,-73.950426
982,4062.0,40.844044,-73.933651
1829,4069.0,40.848282,-73.941343
235,4129.0,40.832057,-73.927421
289,4171.0,40.828199,-73.903719
762,4235.0,40.764734200065192,-73.991943597793579
238993,311.0,40.7172274,-73.98802084
238993,311.0,40.716,-73.989
14,3036.0,40.662907768316856,-73.999722003936768
14,3036.0,40.880920555238767,-73.896601796150208
14,3036.0,40.517975200388513,-74.0313720703125
14,3036.0,40.684868747593931,-74.025449752807617
309,3239.0,40.646538367096483,-74.016587734222412
54894,3453.0,40.713352262228753,-73.9491033554077
54894,3453.0,40.713,-73.95
11582,3600.0,40.7611488,-73.9170071
42276,3635.0,40.754623240291053,-73.99516761302948
33674,3689.0,40.799041392882977,-73.966494798660278
56840,3809.0,40.763189,-73.978434
56840,3809.0,40.763201,-73.978458
4246,3811.0,40.77485,-73.9342
3492,3924.0,40.810893,-73.927311
678,4137.0,40.823872,-73.908699
346,4185.0,40.839335,-73.886445
7,4386.0,40.646377,-74.023087
155456,357.0,40.73261787,-73.99158043
287701,363.0,40.70834698,-74.01713445
283360,495.0,40.76269882,-73.99301222
5714,3333.0,40.6747055,-74.0075572
44947,3369.0,40.772460677893967,-73.946820795536041
44947,3369.0,40.7724607,-73.9468208
67049,3906.0,40.711444,-74.014847
1716,4001.0,40.821111,-73.935971
9251,4073.0,40.759699959062537,-73.978081941604614
266768,412.0,40.7158155,-73.99422366
266768,412.0,40.716,-73.995
110090,2023.0,40.75968085,-73.97031366
70409,3078.0,40.70925562,-73.95982218
70409,3078.0,40.71,-73.962
70409,3078.0,40.709248262761569,-73.960631489753723
19644,3299.0,40.78813,-73.95206
46639,3321.0,40.6831164,-73.99785267
51051,3361.0,40.6740886,-73.9787282
6083,3779.0,40.704876,-73.919911
1270,3816.0,40.71429,-73.93323
3627,3853.0,40.70686,-73.92851
