year,day_of_week,hour_of_day,minute,num_rides
2015,7,21,37,508
2015,4,21,27,901
2015,3,21,48,751
2016,5,21,25,1164
2014,2,21,54,504
2016,1,21,8,827
2017,1,21,28,980
2016,5,21,52,1017
2016,7,21,17,805
2016,2,21,18,1074
2017,7,21,36,874
2016,6,21,20,905
2015,7,21,5,673
2016,4,21,13,1353
2015,2,21,27,758
2017,4,21,52,1212
2015,2,21,59,647
2016,5,21,54,1027
2014,4,21,1,752
2014,2,21,20,695
2013,2,21,43,439
2016,3,21,5,1265
2017,4,21,27,1417
2017,6,21,54,948
2017,7,21,33,985
2016,6,21,44,881
2016,6,21,45,834
2015,2,21,28,749
2015,5,21,28,770
2016,3,21,22,1185
2015,3,21,45,754
2017,4,21,39,1370
2015,7,21,3,659
2015,3,21,39,790
2015,3,21,8,910
2015,1,21,43,523
2015,6,21,15,679
2016,6,21,4,1007
2013,5,21,57,423
2015,5,21,46,719
2015,7,21,51,572
2013,5,21,23,468
2015,6,21,33,632
2016,2,21,47,915
2015,6,21,18,685
2013,2,21,9,522
2017,3,21,25,1310
2015,4,21,47,750
2014,7,21,35,451
2015,2,21,31,784
2017,7,21,18,1048
2016,2,21,27,1043
2016,5,21,15,1265
2015,2,21,11,912
2017,3,21,48,1077
2016,5,21,45,1108
2016,6,21,12,999
2016,4,21,44,1057
2015,5,21,51,684
2015,5,21,8,889
2016,7,21,3,880
2016,3,21,52,974
2015,6,21,22,658
2017,7,21,40,922
2016,7,21,0,876
2016,1,21,34,716
2015,2,21,38,705
2017,7,21,30,923
2016,3,21,42,1077
2016,4,21,57,1010
2016,3,21,36,1121
2015,2,21,51,641
2016,1,21,21,787
2015,4,21,37,797
2015,6,21,16,683
2016,5,21,11,1324
2017,4,21,14,1626
2016,2,21,0,1230
2016,5,21,29,1203
2017,5,21,50,1212
2017,7,21,6,1057
2017,6,21,10,1169
2017,5,21,22,1396
2015,7,21,53,510
2015,2,21,22,821
2015,4,21,15,905
2015,4,21,38,850
2014,3,21,40,650
2013,4,21,25,573
2015,6,21,28,639
2016,5,21,41,1116
2017,6,21,2,1179
2017,4,21,57,1175
2017,2,21,56,1008
2016,4,21,34,1166
2016,2,21,37,984
2016,6,21,15,956
2016,2,21,31,1010
2017,2,21,11,1420
2016,1,21,52,625
2016,2,21,6,1289
2015,4,21,24,853
2015,2,21,23,798
2016,3,21,10,1335
2016,3,21,16,1235
2016,3,21,38,1135
2015,6,21,14,750
2015,6,21,10,735
2016,5,21,44,1044
2015,5,21,5,895
2017,7,21,10,1028
2017,2,21,46,1033
2015,6,21,0,730
2017,6,21,57,889
2015,1,21,41,569
2015,6,21,42,588
2016,1,21,12,799
2015,5,21,17,827
2016,3,21,31,1243
2016,1,21,57,680
2015,1,21,17,641
2016,4,21,33,1160
2013,4,21,12,607
2016,5,21,5,1361
2016,3,21,35,1110
2015,3,21,2,1003
2016,1,21,53,675
2017,4,21,2,1725
2017,2,21,19,1284
2016,5,21,22,1137
2016,5,21,1,1340
2017,7,21,9,1046
2016,6,21,59,793
2017,4,21,31,1396
2016,3,21,4,1331
2016,4,21,55,1031
2016,6,21,18,926
2017,7,21,45,968
2015,1,21,52,543
2015,7,21,57,531
2016,1,21,2,826
2016,7,21,30,756
2017,1,21,59,921
2016,4,21,45,1159
2016,4,21,36,1173
2015,4,21,25,849
2016,6,21,56,777
2014,1,21,40,500
2016,2,21,3,1302
2016,4,21,21,1251
2017,2,21,42,1182
2017,1,21,33,998
2015,3,21,58,695
2017,5,21,26,1488
2017,7,21,0,1090
2016,2,21,8,1251
2016,2,21,16,1104
2016,7,21,5,837
2015,4,21,35,871
2015,2,21,26,802
2017,1,21,44,898
2015,3,21,24,835
2016,5,21,32,1129
2016,3,21,2,1376
2017,2,21,41,1092
2016,1,21,29,765
2015,1,21,53,536
2016,7,21,24,837
2017,2,21,34,1141
2017,7,21,51,891
2017,7,21,49,924
2017,3,21,49,1112
2017,7,21,32,918
2017,1,21,57,854
2016,3,21,47,1052
2015,3,21,40,844
2017,3,21,24,1293
2016,3,21,54,963
2016,1,21,40,712
2017,4,21,9,1670
2017,3,21,50,1152
2016,3,21,59,935
2017,5,21,45,1228
2017,7,21,24,961
2016,7,21,10,848
2017,3,21,21,1273
2017,5,21,38,1326
2016,2,21,20,1106
2017,1,21,14,1075
2015,2,21,21,751
2015,5,21,15,874
2015,3,21,33,827
2016,3,21,58,977
2016,1,21,33,696
2016,7,21,16,806
2016,6,21,50,815
2015,7,21,38,510
2017,5,21,14,1522
2016,4,21,28,1172
2017,5,21,55,1199
2017,6,21,45,966
2017,1,21,17,1043
2017,3,21,10,1448
2017,6,21,24,1030
2016,2,21,19,1117
2017,1,21,9,1157
2016,2,21,41,908
2016,7,21,53,747
2015,2,21,53,638
2017,3,21,51,1174
2017,6,21,47,963
2017,5,21,39,1306
2017,2,21,37,1205
2017,3,21,20,1302
2017,6,21,29,1035
2017,2,21,30,1199
2016,5,21,23,1206
2017,6,21,30,1036
2017,2,21,13,1343
2016,5,21,42,1106
2016,2,21,1,1203
2017,3,21,53,1151
2017,4,21,53,1205
2017,5,21,30,1379
2016,1,21,36,734
2017,2,21,2,1501
2016,3,21,41,1063
2017,7,21,15,1047
2017,6,21,9,1196
2017,2,21,28,1239
2016,4,21,47,1074
2016,2,21,24,1003
2017,4,21,29,1394
2017,7,21,47,885
2017,5,21,43,1341
2016,4,21,58,1033
2017,1,21,22,1012
2017,1,21,7,1215
2016,4,21,1,1399
2016,4,21,18,1259
2017,7,21,23,981
2016,1,21,16,797
2016,5,21,17,1225
2017,5,21,16,1513
2017,3,21,55,1113
2015,2,21,40,705
2016,3,21,17,1294
2016,2,21,23,1058
2015,3,21,56,705
2017,6,21,25,1003
2017,2,21,51,1054
2016,4,21,43,1080
2017,3,21,5,1513
2017,3,21,19,1343
2017,2,21,26,1194
2017,3,21,14,1386
2016,3,21,24,1146
2017,1,21,20,1024
2017,1,21,8,1154
2016,6,21,51,865
2017,7,21,7,1064
2017,2,21,45,1140
2017,4,21,8,1591
2017,2,21,52,1024
2017,3,21,56,1083
2016,5,21,19,1277
2016,4,21,11,1367
2017,2,21,54,1044
2017,1,21,16,1085
2016,5,21,9,1309
2017,4,21,59,1189
2017,4,21,4,1629
2016,6,21,29,922
2017,2,21,25,1149
2017,7,21,37,953
2017,3,21,0,1516
2017,5,21,42,1307
2017,1,21,38,961
2017,6,21,3,1170
2017,4,21,43,1291
2017,2,21,27,1155
2017,2,21,44,1072
2016,6,21,25,853
2017,7,21,5,1111
2017,3,21,26,1294
2016,1,21,10,820
2017,2,21,43,1124
2017,2,21,40,1215
2017,7,21,35,866
2016,6,21,38,894
2017,6,21,53,933
2017,5,21,37,1354
2017,2,21,48,1115
2018,1,21,48,898
2018,3,21,40,1481
2020,7,21,49,1304
2018,5,21,7,1702
2020,5,21,1,1602
2020,6,21,43,1321
2019,3,21,45,1476
2020,1,21,44,1110
2020,6,21,35,1312
2019,3,21,14,1879
2018,4,21,42,1347
2018,1,21,13,1074
2018,2,21,4,1525
2018,1,21,9,1127
2020,2,21,2,1584
2020,3,21,30,1337
2018,4,21,55,1324
2018,4,21,2,1622
2021,5,21,13,82
2018,1,21,44,931
2019,2,21,21,1588
2019,3,21,24,1733
2018,2,21,25,1347
2018,6,21,1,1391
2018,6,21,11,1262
2018,3,21,44,1427
2018,1,21,36,950
2021,7,21,43,72
2021,6,21,19,47
2019,1,21,48,1045
2018,2,21,22,1362
2018,1,21,20,988
2018,7,21,33,1074
2021,3,21,33,48
2020,6,21,2,1595
2021,4,21,58,43
2018,6,21,12,1283
2018,6,21,54,1008
2019,7,21,7,1670
2020,3,21,14,1569
2019,5,21,30,1585
2018,6,21,34,1177
2018,3,21,12,1646
2018,4,21,24,1427
2018,5,21,32,1480
2020,1,21,58,1038
2020,2,21,29,1235
2018,7,21,11,1178
2018,1,21,21,1082
2018,3,21,6,1708
2020,5,21,4,1699
2020,2,21,21,1295
2018,7,21,31,1096
2018,7,21,14,1109
2019,2,21,15,1654
2018,7,21,50,946
2018,4,21,6,1681
2018,4,21,37,1444
2020,6,21,17,1406
2018,1,21,39,1026
2018,1,21,11,1110
2020,6,21,23,1399
2020,2,21,7,1522
2018,2,21,59,1147
2018,5,21,28,1442
2018,5,21,11,1610
2018,6,21,48,1095
2018,1,21,59,907
2018,7,21,57,961
2018,6,21,56,1009
2020,3,21,34,1350
2018,1,21,43,936
2018,6,21,42,1092
2021,5,21,25,59
2020,2,21,23,1320
2020,1,21,35,1188
2018,2,21,11,1580
2020,7,21,22,1532
2019,2,21,41,1578
2018,7,21,3,1235
2020,5,21,8,1633
2018,7,21,21,1085
2019,3,21,29,1692
2020,3,21,56,1187
2020,5,21,28,1385
2019,3,21,52,1402
2019,7,21,24,1379
2018,5,21,19,1579
2018,6,21,40,1104
2021,6,21,14,41
2018,7,21,34,1001
2020,7,21,55,1315
2021,4,21,34,46
2018,1,21,4,1133
2018,7,21,39,1034
2020,4,21,42,1303
2019,6,21,50,1326
2018,6,21,49,1125
2018,1,21,54,866
2020,2,21,18,1303
2019,4,21,4,1972
2018,4,21,25,1463
2019,2,21,27,1602
2018,1,21,51,970
2020,5,21,49,1225
2018,4,21,5,1658
2018,3,21,2,1725
2018,2,21,38,1177
2020,6,21,22,1472
2018,1,21,1,1112
2019,7,21,34,1385
2020,7,21,16,1603
2020,4,21,0,1787
2018,7,21,37,1005
2020,4,21,24,1405
2018,1,21,37,984
2019,7,21,48,1290
2020,5,21,0,1578
2018,6,21,31,1198
2018,3,21,31,1461
2019,1,21,34,1168
2019,1,21,3,1419
2020,1,21,46,1109
2020,5,21,14,1547
2019,6,21,37,1384
2018,3,21,19,1538
2018,6,21,19,1260
2018,6,21,25,1226
2019,2,21,19,1570
2018,6,21,21,1239
2020,2,21,47,1118
2018,2,21,30,1271
2019,5,21,45,1407
2020,6,21,44,1257
2020,6,21,34,1272
2019,4,21,57,1363
2020,5,21,44,1271
2019,1,21,13,1397
2020,7,21,24,1501
2019,3,21,25,1602
2019,5,21,4,1778
2019,6,21,58,1306
2018,4,21,8,1628
2018,7,21,54,948
2020,1,21,7,1491
2019,7,21,1,1710
2018,3,21,50,1303
2021,4,21,38,62
2020,3,21,22,1432
2020,2,21,42,1134
2021,6,21,3,87
2020,5,21,42,1264
2020,3,21,20,1507
2020,7,21,14,1603
2020,7,21,13,1569
2020,7,21,28,1421
2018,5,21,41,1402
2018,3,21,16,1591
2020,1,21,12,1351
2018,2,21,28,1314
2020,4,21,22,1496
2021,4,21,12,67
2020,2,21,35,1250
2020,1,21,51,1074
2019,5,21,41,1532
2020,7,21,17,1551
2021,5,21,11,68
2018,6,21,14,1229
2020,3,21,40,1355
2021,6,21,27,40
2018,6,21,18,1277
2018,6,21,28,1204
2018,1,21,46,934
2018,5,21,5,1754
2020,6,21,30,1325
2018,5,21,37,1344
2018,2,21,34,1314
2018,7,21,32,1058
2018,2,21,29,1365
2019,6,21,40,1376
2018,1,21,10,1129
2019,1,21,53,1060
2021,3,21,39,50
2020,6,21,12,1477
2020,3,21,47,1251
2018,6,21,46,1049
2020,4,21,36,1396
2019,7,21,57,1297
2018,5,21,40,1339
2020,1,21,8,1470
2020,7,21,37,1437
2018,7,21,6,1139
2018,7,21,12,1127
2018,2,21,48,1172
2020,4,21,14,1635
2020,1,21,0,1465
2020,1,21,19,1271
2019,4,21,33,1574
2018,7,21,13,1176
2020,2,21,50,1060
2019,1,21,37,1234
2019,7,21,38,1397
2018,3,21,14,1660
2019,3,21,47,1522
2020,3,21,53,1289
2020,7,21,31,1370
2019,7,21,52,1297
2020,3,21,41,1294
2018,1,21,31,1045
2020,2,21,37,1235
2020,6,21,1,1619
2019,4,21,13,1799
2020,6,21,11,1534
2019,5,21,40,1483
2019,7,21,26,1437
2018,3,21,9,1786
2020,1,21,40,1124
2019,7,21,41,1355
2020,1,21,47,1067
2020,5,21,24,1409
2020,3,21,58,1174
2019,7,21,4,1541
2019,4,21,1,1828
2019,7,21,21,1463
2019,7,21,58,1262
2019,1,21,50,1058
2019,6,21,36,1455
2018,5,21,35,1444
2019,7,21,3,1656
2020,7,21,30,1395
2020,3,21,51,1291
2020,5,21,46,1228
2018,1,21,5,1193
2019,4,21,18,1693
2020,3,21,1,1762
2018,7,21,41,995
2018,3,21,0,1670
2018,2,21,31,1297
2020,4,21,34,1374
2020,5,21,22,1397
2018,3,21,8,1670
2020,5,21,55,1197
2019,5,21,50,1379
2021,4,21,11,57
2018,5,21,54,1272
2019,3,21,56,1436
2018,6,21,17,1339
2019,2,21,58,1387
2018,3,21,34,1421
2019,1,21,15,1323
2020,2,21,45,1132
2020,6,21,28,1351
2020,2,21,14,1436
2020,6,21,20,1361
2019,6,21,22,1507
2019,4,21,32,1615
2021,4,21,16,75
2019,4,21,12,1774
2019,5,21,36,1481
2019,6,21,43,1387
2020,4,21,21,1493
2019,2,21,53,1330
2020,1,21,56,1030
2020,7,21,2,1580
2018,2,21,24,1428
2020,5,21,45,1243
2019,5,21,13,1712
2020,1,21,49,1118
2018,2,21,54,1136
2019,2,21,20,1682
2020,4,21,20,1392
2018,6,21,51,1113
2019,5,21,9,1745
2020,6,21,9,1661
2020,2,21,26,1270
2020,4,21,17,1537
2020,7,21,44,1293
2019,1,21,4,1458
2019,7,21,45,1329
2018,4,21,21,1583
2018,4,21,28,1457
2019,2,21,13,1772
2019,3,21,46,1570
2020,6,21,46,1222
2018,5,21,49,1363
2019,1,21,42,1120
2019,6,21,57,1222
2020,5,21,25,1364
2018,2,21,42,1195
2019,5,21,54,1334
2019,1,21,44,1162
2019,2,21,59,1295
2018,1,21,32,984
2020,1,21,23,1293
2019,1,21,54,984
2020,7,21,47,1338
2020,1,21,5,1480
2020,5,21,7,1525
2019,7,21,51,1245
2019,4,21,53,1426
2020,6,21,5,1609
2019,4,21,50,1351
2020,3,21,49,1195
2020,4,21,27,1428
2019,4,21,39,1530
2020,1,21,10,1425
2020,2,21,43,1146
2019,7,21,6,1550
2018,7,21,49,945
2019,6,21,11,1562
2019,2,21,39,1442
2019,2,21,16,1680
2019,7,21,39,1351
2020,5,21,47,1159
2019,1,21,5,1450
2019,4,21,9,1897
2020,6,21,37,1322
2019,1,21,51,1081
2019,3,21,13,1915
2020,6,21,45,1321
2018,2,21,9,1576
2020,2,21,8,1508
2020,4,21,49,1168
2020,4,21,50,1274
2020,2,21,33,1214
2020,6,21,10,1569
2019,7,21,37,1403
2019,4,21,51,1411
2019,3,21,19,1741
2019,2,21,4,1748
2019,6,21,51,1271
2019,2,21,42,1463
2019,2,21,11,1772
2020,3,21,28,1444
2020,4,21,16,1496
2019,5,21,38,1459
2020,6,21,19,1441
2020,5,21,5,1664
2019,6,21,34,1424
2019,3,21,9,1947
2020,6,21,57,1196
2018,2,21,8,1557
2019,2,21,31,1584
2020,5,21,58,1141
2020,4,21,56,1235
2020,5,21,51,1223
2018,2,21,47,1195
2019,5,21,59,1332
2020,2,21,3,1567
2019,7,21,55,1331
2020,2,21,52,1073
2020,4,21,35,1399
2020,4,21,6,1745
2019,1,21,40,1186
2019,5,21,24,1589
2020,1,21,43,1158
2019,5,21,37,1475
2020,3,21,8,1658
2018,2,21,57,1130
2018,7,21,51,921
2019,6,21,24,1524
2020,4,21,41,1386
2020,1,21,4,1531
2019,3,21,28,1661
2018,6,21,4,1363
2019,6,21,54,1261
2019,5,21,8,1746
2019,2,21,37,1413
2019,4,21,41,1553
2019,6,21,17,1574
2020,5,21,43,1188
2020,1,21,29,1172
2019,5,21,51,1393
2018,6,21,39,1148
2019,7,21,42,1348
2018,5,21,38,1425
2019,1,21,18,1228
2018,1,21,19,978
2018,5,21,55,1187
2018,1,21,55,905
2019,2,21,2,1834
2020,4,21,55,1251
2019,7,21,23,1398
2019,3,21,34,1656
2020,7,21,15,1579
2019,5,21,12,1714
2018,4,21,33,1422
2019,3,21,40,1617
2018,6,21,44,1066
2018,6,21,0,1436
2019,4,21,8,1844
2020,4,21,4,1667
2019,3,21,38,1563
2018,3,21,39,1501
2020,6,21,41,1221
2019,1,21,12,1316
2019,6,21,41,1408
2019,5,21,14,1737
2018,1,21,45,990
2020,5,21,57,1212
2019,4,21,14,1776
2018,2,21,23,1375
2019,5,21,11,1794
2019,1,21,41,1186
2019,3,21,48,1428
2018,5,21,13,1601
2019,4,21,45,1412
2019,6,21,3,1601
2020,6,21,26,1348
2019,5,21,1,1798
2019,6,21,25,1492
2020,4,21,46,1249
2019,3,21,49,1443
2018,5,21,30,1404
2019,7,21,12,1531
2019,4,21,7,1933
2019,4,21,34,1618
2018,6,21,13,1309
2019,5,21,58,1464
2021,4,21,0,71
2019,4,21,15,1819
2021,4,21,15,59
2019,3,21,4,1960
2019,2,21,18,1683
2021,4,21,55,55
2017,6,21,46,904
2016,3,21,23,1202
2017,6,21,58,886
2014,7,21,52,427
2014,2,21,17,636
2014,6,21,38,529
2015,3,21,5,970
2016,4,21,51,1091
2016,6,21,53,775
2014,4,21,39,599
2015,4,21,53,742
2014,6,21,45,469
2014,2,21,39,615
2014,4,21,54,549
2015,5,21,7,941
2014,4,21,41,609
2017,2,21,57,1000
2014,6,21,23,536
2015,3,21,44,746
2013,2,21,5,555
2015,2,21,35,753
2014,2,21,5,780
2016,5,21,10,1339
2014,3,21,59,606
2017,3,21,40,1266
2017,6,21,20,1051
2016,4,21,20,1268
2014,2,21,22,676
2016,6,21,41,882
2017,5,21,40,1333
2018,1,21,49,954
2014,1,21,44,477
2016,4,21,25,1293
2014,5,21,41,623
2013,2,21,19,493
2013,2,21,3,528
2013,2,21,38,500
2014,1,21,7,556
2015,4,21,17,987
2016,3,21,26,1192
2013,3,21,1,560
2013,2,21,41,413
2016,5,21,38,1161
2016,3,21,37,1082
2015,4,21,32,810
2017,2,21,35,1173
2016,5,21,58,970
2021,6,21,34,44
2016,6,21,35,902
2017,4,21,5,1598
2016,4,21,10,1348
2021,1,21,8,52
2018,3,21,53,1310
2015,6,21,36,600
2019,6,21,10,1534
2021,7,21,17,57
2013,3,21,42,473
2021,1,21,32,42
2018,5,21,26,1465
2019,2,21,40,1439
2019,2,21,32,1458
2021,1,21,16,46
2016,3,21,57,985
2021,2,21,36,46
2019,6,21,39,1344
2021,7,21,13,77
2021,2,21,5,75
2019,1,21,52,996
2019,2,21,26,1650
2018,6,21,33,1106
2013,5,21,45,409
2013,3,21,52,474
2021,4,21,42,53
2014,6,21,11,570
2013,7,21,44,437
2013,3,21,23,540
2013,7,21,32,400
2021,1,21,24,63
2013,1,21,22,392
2021,7,21,55,47
2021,3,21,8,80
2014,4,21,44,578
2013,4,21,36,493
2021,5,21,43,44
2021,6,21,6,72
2019,5,21,43,1465
2013,3,21,10,584
2021,2,21,39,68
2021,6,21,24,63
2021,5,21,3,82
2021,4,21,47,41
2013,5,21,1,522
2021,7,21,6,76
2021,1,21,36,42
2021,6,21,10,51
2013,5,21,13,515
2021,3,21,15,52
2021,6,21,29,47
2021,5,21,17,61
2021,6,21,11,67
2021,6,21,16,48
2021,1,21,53,32
2021,4,21,22,41
2021,5,21,6,74
2021,5,21,10,78
2021,2,21,38,47
2013,6,21,57,400
2021,3,21,11,72
2021,7,21,30,55
2021,4,21,2,68
2021,5,21,40,56
2021,3,21,24,57
2021,7,21,54,54
2021,2,21,10,74
2021,3,21,34,60
2021,6,21,20,49
2021,4,21,43,41
2021,5,21,29,58
2021,6,21,31,46
2021,1,21,43,35
2021,1,21,34,51
2021,7,21,18,58
2021,4,21,5,70
2021,6,21,1,53
2021,6,21,45,45
2021,3,21,5,76
2021,3,21,10,63
2021,4,21,32,54
2021,5,21,28,62
2021,2,21,27,60
2021,7,21,9,55
2021,4,21,56,50
2021,2,21,57,41
2021,3,21,9,66
2021,7,21,41,53
2021,6,21,56,43
2021,1,21,14,52
2021,5,21,0,74
2021,1,21,19,42
2021,1,21,5,48
2021,2,21,7,70
2021,5,21,4,68
2021,7,21,48,67
2021,2,21,21,53
2021,5,21,20,58
2021,5,21,38,59
2021,7,21,15,58
2021,2,21,44,44
2021,3,21,28,45
2021,4,21,49,55
2021,5,21,8,71
2021,1,21,55,46
2021,3,21,40,48
2021,1,21,13,51
2021,5,21,26,60
2021,2,21,8,58
2021,2,21,31,48
2021,3,21,57,40
2021,3,21,6,73
2021,1,21,39,39
2021,5,21,55,47
2021,2,21,35,57
2021,4,21,27,51
2021,6,21,26,51
2021,2,21,43,50
2021,4,21,37,48
2021,7,21,32,61
2021,6,21,39,48
2021,1,21,7,56
2021,1,21,1,50
2021,6,21,7,50
2021,5,21,58,63
2021,2,21,47,47
2021,4,21,20,60
2021,7,21,59,63
2021,1,21,35,48
2021,2,21,14,63
2021,6,21,21,47
2021,6,21,13,51
2021,1,21,9,65
2021,4,21,18,53
2021,6,21,42,34
2021,1,21,17,48
2021,4,21,26,46
2021,3,21,48,54
2021,5,21,41,62
2021,2,21,26,52
2021,4,21,1,70
2021,4,21,9,63
2021,4,21,19,59
2021,6,21,37,44
2021,1,21,47,40
2021,1,21,29,37
2021,7,21,57,43
2021,2,21,6,63
2021,1,21,45,35
2021,1,21,27,42
2021,2,21,48,44
2021,5,21,9,65
2021,4,21,41,60
2021,2,21,25,54
2021,6,21,23,33
2021,5,21,42,59
2017,4,21,24,1471
2015,3,21,16,863
2017,7,21,27,980
2017,7,21,20,968
2016,7,21,29,696
2016,5,21,40,1153
2017,4,21,37,1411
2020,2,21,55,1054
2016,6,21,2,1013
2020,5,21,53,1233
2019,6,21,26,1432
2020,7,21,43,1405
2020,5,21,52,1241
2019,2,21,25,1689
2019,5,21,53,1400
2014,3,21,22,641
2014,1,21,52,456
2014,1,21,59,489
2013,1,21,12,434
2013,7,21,46,414
2013,2,21,17,504
2013,7,21,39,402
2013,5,21,9,481
2013,5,21,53,412
2013,2,21,51,410
2013,3,21,12,509
2013,6,21,10,445
2013,1,21,30,405
2013,2,21,23,522
2013,3,21,55,429
2014,7,21,7,555
2013,7,21,57,430
2014,5,21,11,772
2013,4,21,34,511
2014,5,21,51,610
2014,6,21,18,512
2013,1,21,6,449
2014,1,21,12,509
2013,4,21,16,606
2013,5,21,32,452
2014,7,21,31,495
2014,1,21,42,486
2013,3,21,8,572
2013,6,21,39,413
2014,1,21,3,625
2013,1,21,15,449
2013,5,21,29,419
2013,2,21,2,573
2013,7,21,55,396
2014,4,21,16,710
2013,5,21,36,457
2014,3,21,9,768
2013,5,21,34,457
2014,6,21,41,498
2014,2,21,15,679
2014,5,21,32,601
2013,4,21,7,625
2013,2,21,14,541
2013,6,21,32,418
2013,5,21,58,397
2013,2,21,24,486
2014,1,21,24,521
2013,7,21,26,421
2014,7,21,51,406
2014,7,21,2,589
2014,4,21,4,754
2014,6,21,4,569
2014,1,21,53,466
2013,4,21,41,479
2013,1,21,24,380
2013,3,21,44,496
2014,6,21,13,536
2013,6,21,15,431
2013,1,21,54,339
2014,7,21,26,475
2014,5,21,44,659
2014,7,21,29,465
2013,2,21,33,460
2013,1,21,31,363
2013,4,21,21,552
2013,1,21,27,407
2014,1,21,19,559
2014,1,21,9,581
2014,3,21,2,812
2013,4,21,30,543
2013,1,21,32,357
2013,7,21,30,390
2014,1,21,29,548
2014,3,21,5,812
2014,1,21,54,516
2013,6,21,29,453
2014,7,21,17,494
2014,5,21,53,583
2014,6,21,31,535
2014,1,21,10,601
2013,1,21,42,356
2014,7,21,41,460
2013,7,21,40,384
2014,1,21,41,527
2013,3,21,20,530
2014,2,21,14,677
2014,2,21,55,575
2014,7,21,27,512
2013,6,21,7,491
2013,7,21,13,462
2014,6,21,6,566
2014,1,21,51,477
2013,1,21,40,407
2014,5,21,35,658
2013,5,21,41,483
2013,6,21,9,481
2014,4,21,26,611
2014,1,21,28,517
2013,2,21,40,427
2013,7,21,18,448
2013,4,21,1,586
2014,1,21,50,471
2014,6,21,55,498
2013,2,21,39,427
2014,1,21,36,523
2013,4,21,49,490
2014,6,21,42,453
2014,5,21,6,773
2014,1,21,43,480
2014,7,21,40,460
2013,2,21,11,531
2014,2,21,44,617
2014,4,21,37,662
2013,6,21,46,395
2013,5,21,0,500
2013,2,21,16,471
2013,2,21,20,455
2013,3,21,36,471
2014,1,21,8,602
2014,1,21,55,487
2014,6,21,14,568
2013,4,21,40,534
2014,7,21,36,476
2013,4,21,50,486
2013,2,21,47,444
2014,6,21,40,472
2013,5,21,49,423
2014,7,21,57,466
2014,4,21,38,652
2013,5,21,56,431
2014,2,21,58,550
2014,7,21,21,503
2014,3,21,17,758
2013,2,21,31,448
2013,2,21,29,430
2013,1,21,3,428
2014,5,21,45,629
2014,7,21,56,437
2014,1,21,0,586
2014,1,21,57,438
2014,4,21,6,701
2013,7,21,43,403
2013,2,21,0,576
2013,6,21,14,446
2013,7,21,51,384
2014,7,21,23,495
2014,2,21,28,673
2013,3,21,35,508
2014,2,21,26,676
2013,4,21,11,618
2014,6,21,37,478
2014,3,21,55,625
2013,6,21,16,479
2014,7,21,58,471
2013,2,21,48,433
2014,5,21,0,795
2014,2,21,41,633
2013,7,21,53,354
2014,2,21,27,695
2013,3,21,43,490
2014,3,21,49,594
2013,2,21,42,432
2013,5,21,37,487
2013,6,21,1,453
2013,4,21,39,520
2013,7,21,59,413
2013,7,21,9,441
2014,5,21,55,585
2013,5,21,47,454
2013,6,21,47,408
2014,4,21,8,725
2014,2,21,50,589
2014,5,21,20,753
2014,5,21,48,600
2014,1,21,17,567
2013,6,21,34,415
2014,3,21,1,771
2013,5,21,48,440
2014,7,21,11,541
2013,4,21,54,491
2013,3,21,5,565
2013,4,21,52,496
2014,1,21,25,549
2014,4,21,42,621
2014,1,21,32,495
2014,1,21,1,593
2013,1,21,10,456
2014,7,21,4,555
2013,3,21,4,563
2013,5,21,33,451
2013,5,21,6,550
2013,6,21,20,406
2014,5,21,31,662
2013,5,21,51,437
2013,2,21,58,384
2013,6,21,50,361
2014,2,21,46,617
2014,5,21,39,631
2013,1,21,41,373
2014,1,21,45,485
2013,5,21,54,432
2014,3,21,37,676
2014,1,21,5,619
2014,5,21,1,814
2013,3,21,9,616
2014,6,21,59,477
2013,2,21,46,402
2014,6,21,49,513
2014,1,21,49,508
2014,3,21,42,690
2014,1,21,16,532
2014,5,21,23,656
2013,1,21,57,335
2013,2,21,44,464
2014,2,21,9,724
2014,5,21,16,744
2015,4,21,31,844
2015,7,21,13,620
2016,4,21,52,1007
2014,4,21,17,666
2016,6,21,0,1040
2015,1,21,46,551
2013,3,21,17,528
2015,6,21,59,600
2015,7,21,24,527
2015,2,21,43,758
2016,4,21,32,1150
2015,1,21,4,706
2015,4,21,46,760
2015,2,21,2,919
2015,7,21,42,558
2015,5,21,20,805
2017,1,21,34,903
2015,2,21,17,902
2015,5,21,14,850
2015,3,21,32,802
2015,6,21,50,594
2016,7,21,47,749
2017,6,21,11,1114
2016,5,21,3,1293
2017,7,21,28,941
2014,2,21,18,624
2015,7,21,16,591
2017,6,21,22,1019
2015,2,21,46,651
2017,4,21,6,1634
2015,6,21,44,612
2014,4,21,58,577
2014,5,21,8,775
2017,7,21,39,920
2014,4,21,22,673
2015,7,21,18,563
2015,4,21,21,922
2015,4,21,22,893
2015,1,21,0,654
2015,5,21,22,821
2015,5,21,45,669
2015,3,21,4,959
2015,5,21,41,751
2015,1,21,57,499
2015,5,21,58,694
2015,2,21,42,697
2015,1,21,21,612
2015,7,21,29,559
2015,4,21,48,732
2015,3,21,3,1000
2013,3,21,7,596
2014,6,21,19,537
2015,2,21,1,920
2015,7,21,23,563
2015,4,21,36,836
2015,6,21,25,708
2016,1,21,54,706
2015,6,21,19,661
2015,6,21,48,632
2016,6,21,36,858
2015,6,21,58,644
2015,4,21,7,985
2016,5,21,43,1119
2015,4,21,5,1021
2015,4,21,2,942
