year,day_of_week,hour_of_day,minute,num_rides
2017,3,10,47,1554
2017,6,10,18,1761
2017,1,10,28,1878
2015,3,10,23,1024
2017,7,10,28,1979
2017,2,10,7,1559
2017,2,10,3,1682
2017,2,10,6,1554
2014,4,10,13,913
2017,7,10,9,1886
2017,3,10,39,1569
2017,5,10,51,1542
2017,2,10,4,1725
2017,5,10,59,1504
2017,6,10,3,1967
2016,4,10,13,1617
2016,1,10,40,1658
2017,7,10,12,1968
2017,3,10,9,1788
2017,4,10,18,1758
2017,2,10,8,1602
2017,3,10,56,1429
2017,5,10,50,1607
2017,1,10,5,1678
2017,1,10,58,2049
2017,3,10,37,1641
2017,5,10,54,1546
2016,4,10,54,1349
2016,3,10,43,1327
2017,1,10,15,1838
2016,4,10,53,1391
2016,6,10,34,1447
2017,3,10,57,1431
2016,4,10,39,1501
2017,6,10,27,1645
2017,1,10,40,2068
2017,2,10,42,1401
2016,5,10,40,1412
2017,2,10,18,1491
2016,6,10,10,1526
2015,5,10,21,1060
2016,6,10,37,1458
2017,5,10,38,1585
2017,6,10,45,1598
2017,1,10,52,2100
2016,1,10,17,1476
2016,5,10,30,1424
2017,4,10,31,1667
2017,5,10,31,1635
2016,3,10,8,1471
2017,2,10,36,1397
2017,6,10,23,1669
2017,7,10,59,2259
2017,6,10,38,1639
2017,7,10,10,1898
2017,5,10,47,1695
2017,6,10,17,1686
2016,4,10,12,1593
2016,5,10,36,1441
2021,1,10,46,147
2020,5,10,47,1895
2019,2,10,55,1739
2019,4,10,55,1944
2019,5,10,6,2216
2019,6,10,54,2174
2020,4,10,6,1940
2019,1,10,7,2117
2020,4,10,13,1924
2019,4,10,34,2054
2019,7,10,24,2725
2018,1,10,14,1817
2020,4,10,47,2100
2019,3,10,34,1995
2020,7,10,49,2964
2018,1,10,46,2246
2019,7,10,33,2825
2018,1,10,57,2142
2018,6,10,48,1855
2020,3,10,4,1919
2020,1,10,1,1979
2018,1,10,55,2263
2018,1,10,2,1509
2019,1,10,17,2298
2020,4,10,0,1890
2018,5,10,22,1851
2020,1,10,51,2876
2019,6,10,5,2419
2019,1,10,35,2437
2020,7,10,47,3001
2019,3,10,52,2056
2018,2,10,22,1616
2018,2,10,12,1622
2020,7,10,54,3069
2020,7,10,31,2756
2018,6,10,15,1932
2018,6,10,31,1827
2018,1,10,6,1620
2018,4,10,19,1877
2018,5,10,56,1608
2018,3,10,58,1605
2018,2,10,35,1540
2019,3,10,51,1976
2018,1,10,45,2209
2018,5,10,39,1812
2020,1,10,47,2870
2018,7,10,50,2518
2020,2,10,42,1661
2019,7,10,36,2961
2018,7,10,39,2401
2018,4,10,37,1700
2019,7,10,8,2666
2020,4,10,31,1871
2018,6,10,49,1716
2020,4,10,43,1982
2020,1,10,42,2813
2019,7,10,55,2983
2018,7,10,3,1985
2018,7,10,24,2258
2021,7,10,50,208
2020,1,10,34,2517
2019,4,10,48,2068
2018,1,10,49,2131
2020,3,10,39,1983
2018,7,10,27,2204
2019,3,10,2,2324
2021,6,10,57,146
2020,7,10,48,3013
2019,2,10,22,1952
2018,7,10,25,2211
2019,2,10,40,1911
2018,2,10,59,1427
2018,2,10,52,1504
2019,1,10,39,2543
2019,1,10,12,2064
2018,1,10,23,1902
2020,2,10,10,1714
2021,6,10,22,114
2021,7,10,19,158
2019,7,10,50,3118
2021,6,10,43,145
2018,1,10,36,2019
2020,5,10,37,1844
2018,6,10,46,1832
2019,6,10,31,2053
2019,7,10,0,2387
2020,2,10,19,1618
2020,7,10,33,2781
2018,7,10,1,1950
2018,6,10,2,2109
2018,3,10,34,1692
2019,7,10,5,2540
2019,7,10,28,2757
2018,4,10,45,1747
2018,3,10,23,1687
2020,7,10,13,2589
2018,5,10,49,1825
2018,2,10,49,1660
2018,2,10,1,1853
2018,2,10,38,1594
2021,2,10,40,131
2019,7,10,17,2702
2018,5,10,1,2298
2021,7,10,54,201
2020,5,10,24,1763
2018,1,10,25,1964
2021,2,10,58,127
2018,4,10,6,1991
2018,3,10,15,1748
2020,1,10,17,2296
2020,5,10,40,1881
2020,6,10,34,1772
2018,2,10,29,1577
2018,5,10,46,1806
2020,3,10,21,1846
2018,3,10,21,1761
2019,2,10,24,1892
2018,5,10,47,1845
2018,3,10,57,1559
2020,3,10,44,1944
2018,3,10,19,1781
2019,7,10,6,2571
2018,3,10,32,1639
2019,4,10,13,2311
2020,7,10,3,2255
2021,4,10,27,115
2021,4,10,28,99
2019,7,10,18,2717
2020,4,10,10,2010
2020,3,10,54,1918
2020,3,10,13,1933
2018,5,10,53,1718
2018,5,10,10,2047
2019,3,10,31,2013
2019,1,10,37,2485
2019,5,10,35,1976
2018,3,10,36,1761
2019,1,10,55,2637
2018,1,10,4,1572
2019,7,10,2,2387
2019,6,10,23,2207
2018,1,10,51,2274
2020,6,10,17,1728
2018,4,10,47,1760
2019,6,10,36,2195
2018,3,10,49,1623
2018,7,10,5,2087
2019,4,10,45,2040
2019,4,10,14,2185
2018,1,10,32,1979
2018,6,10,24,1831
2019,3,10,54,1925
2018,2,10,36,1652
2020,4,10,26,1898
2019,2,10,26,1941
2018,5,10,35,1767
2020,1,10,31,2439
2020,2,10,9,1687
2020,1,10,58,2797
2018,4,10,39,1769
2019,1,10,23,2283
2019,7,10,14,2655
2019,1,10,58,2644
2019,3,10,10,2258
2019,6,10,43,2191
2019,4,10,29,2097
2021,6,10,42,154
2020,4,10,44,2002
2019,2,10,8,2083
2020,1,10,4,2058
2018,5,10,11,1974
2021,5,10,3,100
2020,4,10,51,2001
2019,5,10,10,2099
2021,7,10,58,210
2019,2,10,29,1823
2020,4,10,21,1885
2018,5,10,42,1872
2021,1,10,51,151
2020,7,10,5,2358
2018,7,10,42,2449
2020,1,10,46,2789
2018,1,10,19,1838
2018,7,10,33,2279
2019,1,10,0,1870
2018,5,10,41,1756
2020,1,10,13,2309
2018,5,10,32,1669
2019,7,10,49,3064
2018,7,10,29,2191
2018,4,10,25,1825
2018,3,10,54,1627
2021,6,10,48,145
2019,7,10,35,2905
2020,5,10,41,1831
2021,7,10,0,136
2019,6,10,7,2453
2021,6,10,21,128
2018,6,10,37,1842
2019,2,10,13,2075
2019,2,10,14,2079
2019,6,10,59,2009
2019,7,10,56,2970
2020,7,10,10,2441
2021,7,10,26,136
2018,7,10,35,2263
2018,7,10,36,2315
2020,5,10,4,1799
2020,6,10,6,1768
2018,2,10,7,1679
2020,6,10,0,1718
2019,2,10,50,1715
2019,5,10,41,2024
2018,1,10,12,1734
2020,5,10,26,1785
2020,2,10,13,1703
2018,2,10,57,1449
2019,2,10,56,1721
2018,5,10,58,1700
2019,2,10,19,1967
2019,2,10,18,1986
2020,6,10,20,1799
2018,7,10,12,2137
2019,1,10,5,1991
2018,4,10,41,1828
2018,3,10,55,1562
2020,6,10,58,1831
2019,1,10,30,2311
2018,6,10,7,2050
2018,3,10,31,1576
2019,2,10,51,1847
2019,6,10,58,2018
2018,1,10,8,1656
2018,2,10,31,1468
2019,7,10,41,2994
2019,2,10,15,2060
2020,6,10,43,1960
2018,3,10,29,1760
2020,5,10,10,1760
2019,4,10,35,2128
2019,6,10,16,2370
2018,3,10,17,1752
2019,2,10,27,1883
2019,2,10,10,2079
2020,2,10,1,1633
2020,7,10,16,2557
2019,5,10,39,2055
2020,2,10,43,1776
2020,2,10,38,1810
2020,3,10,16,1918
2020,5,10,2,1792
2020,2,10,0,1721
2020,5,10,42,1800
2021,5,10,5,121
2020,7,10,0,2266
2018,6,10,27,1789
2019,3,10,53,1927
2018,2,10,6,1787
2019,6,10,6,2423
2019,2,10,30,1815
2020,2,10,32,1693
2021,7,10,59,162
2019,6,10,18,2242
2019,3,10,22,2204
2019,4,10,44,2100
2018,6,10,17,1849
2018,4,10,33,1668
2020,6,10,21,1799
2019,3,10,13,2267
2019,2,10,41,1960
2020,7,10,58,2921
2019,3,10,26,1955
2020,7,10,35,2846
2020,4,10,53,1979
2019,6,10,42,2203
2019,2,10,4,2188
2019,1,10,51,2674
2019,5,10,14,2095
2020,1,10,14,2243
2020,1,10,45,2829
2020,7,10,40,2918
2019,3,10,49,1994
2020,3,10,5,1938
2020,6,10,51,1858
2020,2,10,23,1688
2019,6,10,13,2344
2018,1,10,44,2197
2019,5,10,47,1962
2020,6,10,54,1835
2019,7,10,44,3101
2020,5,10,15,1745
2020,1,10,23,2385
2021,3,10,11,132
2021,7,10,32,163
2020,7,10,42,3014
2018,7,10,31,2262
2020,2,10,41,1801
2020,4,10,36,1931
2018,6,10,59,1607
2019,5,10,54,1921
2019,6,10,41,2211
2020,4,10,49,2041
2020,4,10,46,1968
2020,7,10,2,2375
2020,4,10,27,1984
2019,2,10,42,1756
2020,4,10,15,1942
2020,3,10,9,1902
2021,2,10,25,104
2019,2,10,0,2150
2020,2,10,21,1736
2020,6,10,24,1706
2020,5,10,5,1817
2018,6,10,52,1776
2020,5,10,38,1806
2019,3,10,9,2291
2021,2,10,4,118
2018,4,10,40,1811
2019,1,10,6,2034
2018,4,10,43,1698
2018,3,10,0,2096
2020,5,10,45,1796
2019,6,10,24,2226
2019,7,10,16,2700
2020,6,10,37,1877
2019,7,10,29,2691
2020,5,10,9,1822
2020,1,10,8,2136
2021,1,10,53,159
2019,2,10,38,1894
2019,4,10,4,2465
2020,7,10,23,2738
2021,7,10,35,188
2020,7,10,19,2706
2020,6,10,46,1895
2019,6,10,30,2181
2019,1,10,26,2366
2020,3,10,42,1995
2020,4,10,30,1855
2020,5,10,7,1868
2020,2,10,45,1818
2021,1,10,14,117
2020,2,10,2,1638
2019,2,10,31,1889
2019,3,10,6,2234
2020,1,10,22,2382
2019,3,10,21,2089
2020,6,10,56,1835
2019,6,10,4,2503
2019,5,10,52,1945
2019,1,10,28,2292
2018,4,10,55,1625
2020,5,10,49,1927
2020,2,10,57,1696
2018,4,10,1,2094
2019,5,10,51,1940
2020,3,10,6,1872
2019,6,10,45,2175
2020,6,10,31,1817
2020,5,10,19,1774
2020,3,10,57,1802
2019,5,10,42,1994
2018,4,10,8,2074
2019,1,10,57,2640
2020,3,10,22,1893
2020,2,10,22,1635
2020,4,10,56,1940
2019,5,10,9,2161
2019,6,10,39,2121
2019,5,10,46,2039
2019,2,10,44,1856
2019,5,10,36,2062
2019,2,10,1,2198
2019,5,10,18,1969
2019,3,10,17,2085
2019,5,10,17,2146
2019,3,10,39,2046
2020,2,10,12,1729
2018,4,10,12,1852
2020,1,10,0,2033
2018,2,10,4,1751
2020,4,10,58,1961
2018,2,10,51,1470
2019,5,10,40,2011
2020,5,10,36,1860
2019,6,10,32,2106
2020,1,10,50,2738
2018,5,10,24,1828
2020,6,10,25,1760
2020,1,10,10,2199
2018,2,10,13,1589
2018,5,10,55,1670
2020,5,10,48,1824
2019,4,10,21,2109
2019,2,10,45,1831
2020,4,10,1,1947
2020,7,10,30,2644
2019,3,10,43,2021
2020,6,10,10,1763
2018,3,10,14,1775
2018,5,10,4,2082
2019,6,10,10,2403
2020,6,10,53,1836
2019,3,10,27,2038
2020,5,10,30,1724
2018,7,10,44,2447
2018,4,10,56,1692
2018,2,10,26,1544
2018,4,10,44,1743
2019,2,10,2,2198
2020,5,10,44,1826
2020,4,10,35,1971
2020,1,10,40,2696
2020,6,10,40,1815
2018,1,10,5,1677
2019,5,10,30,1929
2019,2,10,47,1847
2019,3,10,11,2271
2018,6,10,29,1803
2020,7,10,6,2330
2019,7,10,11,2600
2018,5,10,57,1672
2021,3,10,20,127
2021,5,10,43,123
2021,4,10,10,109
2017,5,10,14,1734
2014,5,10,35,736
2014,5,10,11,738
2015,3,10,42,966
2013,3,10,3,594
2013,2,10,38,465
2014,4,10,16,886
2013,4,10,45,558
2013,3,10,46,523
2014,2,10,11,810
2014,5,10,39,751
2015,5,10,22,1078
2013,5,10,18,544
2013,6,10,13,543
2014,4,10,53,727
2016,6,10,33,1424
2013,5,10,1,598
2014,4,10,39,748
2014,1,10,26,804
2013,2,10,26,437
2021,5,10,35,133
2021,5,10,41,114
2021,1,10,45,151
2021,4,10,32,112
2021,4,10,15,126
2021,4,10,14,123
2013,3,10,49,521
2021,5,10,25,142
2021,5,10,59,111
2021,2,10,53,121
2021,3,10,37,99
2021,1,10,13,95
2021,2,10,37,125
2021,7,10,11,175
2021,3,10,49,105
2021,3,10,54,119
2021,7,10,9,144
2021,6,10,38,142
2017,3,10,26,1616
2021,6,10,59,122
2021,2,10,5,109
2021,3,10,19,120
2021,3,10,14,116
2021,5,10,50,152
2021,4,10,11,126
2021,7,10,46,175
2021,2,10,46,129
2021,1,10,15,128
2021,5,10,8,125
2021,5,10,57,125
2021,6,10,11,128
2021,4,10,34,116
2021,2,10,7,91
2021,4,10,21,117
2021,1,10,17,114
2021,4,10,29,119
2021,5,10,55,121
2021,3,10,33,129
2021,5,10,49,142
2021,3,10,5,103
2018,2,10,15,1669
2021,7,10,10,131
2021,5,10,6,112
2021,5,10,24,108
2021,2,10,11,119
2014,3,10,8,892
2021,4,10,9,135
2021,7,10,29,162
2021,3,10,32,132
2021,1,10,29,126
2021,5,10,21,133
2014,5,10,22,740
2021,3,10,13,142
2021,7,10,52,185
2021,1,10,48,141
2021,4,10,44,136
2021,7,10,44,183
2021,1,10,5,112
2021,4,10,1,110
2021,4,10,51,120
2021,1,10,16,113
2021,6,10,26,125
2021,3,10,12,119
2021,4,10,12,134
2021,6,10,24,149
2021,1,10,39,156
2021,5,10,53,123
2021,4,10,50,130
2021,6,10,41,133
2021,1,10,38,135
2021,7,10,56,204
2021,7,10,57,218
2021,2,10,44,126
2021,7,10,13,145
2021,5,10,22,136
2021,2,10,1,123
2021,6,10,16,134
2021,1,10,28,128
2021,5,10,39,162
2021,6,10,6,158
2021,5,10,20,114
2021,4,10,16,119
2021,5,10,14,115
2021,2,10,8,115
2021,2,10,34,119
2021,5,10,19,118
2021,6,10,28,125
2021,1,10,57,129
2021,3,10,22,121
2021,6,10,33,123
2021,1,10,24,108
2021,3,10,8,139
2021,2,10,51,122
2021,3,10,42,128
2021,7,10,4,119
2015,6,10,38,1029
2014,2,10,59,641
2017,4,10,47,1685
2015,7,10,7,1081
2020,7,10,15,2500
2021,1,10,52,141
2014,7,10,13,898
2017,6,10,42,1568
2020,4,10,29,1888
2016,7,10,57,1913
2017,4,10,4,2070
2019,1,10,19,2332
2017,7,10,55,2268
2018,6,10,58,1687
2017,2,10,39,1375
2017,4,10,43,1723
2020,2,10,27,1693
2020,1,10,9,2212
2020,4,10,50,2030
2017,7,10,24,2082
2017,4,10,20,1756
2020,4,10,48,1964
2020,5,10,29,1757
2020,4,10,23,1982
2020,4,10,18,1956
2019,3,10,45,2043
2020,3,10,29,1823
2013,3,10,41,568
2013,2,10,8,519
2014,2,10,9,864
2014,3,10,25,829
2013,1,10,51,744
2013,4,10,50,525
2013,7,10,19,685
2014,7,10,43,1101
2013,1,10,47,685
2014,1,10,19,785
2013,2,10,4,551
2013,1,10,41,729
2013,4,10,42,510
2013,7,10,12,616
2013,1,10,22,562
2014,1,10,31,813
2013,1,10,8,521
2014,5,10,52,707
2013,1,10,42,706
2013,1,10,36,677
2013,1,10,15,520
2013,5,10,37,526
2014,1,10,49,1091
2014,3,10,3,999
2013,7,10,52,785
2013,7,10,49,794
2014,2,10,17,779
2014,7,10,8,823
2013,1,10,4,476
2013,6,10,10,551
2014,7,10,12,821
2013,1,10,35,662
2014,5,10,30,702
2013,7,10,2,594
2014,7,10,22,926
2013,5,10,22,598
2014,1,10,41,982
2013,7,10,9,628
2014,3,10,51,750
2013,7,10,57,798
2013,6,10,40,508
2014,5,10,53,758
2013,7,10,38,752
2013,3,10,9,564
2014,7,10,25,907
2014,4,10,48,778
2013,2,10,29,461
2013,4,10,26,524
2014,7,10,20,908
2013,1,10,26,593
2013,5,10,59,426
2014,3,10,11,881
2013,7,10,4,594
2014,2,10,26,704
2014,1,10,43,987
2013,3,10,15,537
2014,6,10,32,841
2014,1,10,30,832
2014,3,10,30,786
2014,7,10,47,1045
2013,2,10,44,505
2014,4,10,32,770
2014,1,10,58,1047
2013,3,10,33,496
2013,7,10,47,788
2013,6,10,46,521
2014,1,10,27,824
2014,2,10,6,824
2014,2,10,18,754
2014,4,10,47,764
2013,1,10,54,737
2014,5,10,42,723
2013,1,10,34,626
2014,7,10,48,1053
2014,6,10,54,829
2014,7,10,33,930
2013,1,10,49,770
2014,3,10,15,915
2013,4,10,13,544
2014,3,10,24,845
2014,3,10,43,787
2013,6,10,6,581
2013,4,10,10,591
2014,1,10,16,824
2014,7,10,26,954
2013,7,10,37,769
2013,6,10,3,586
2014,1,10,10,779
2013,3,10,39,502
2013,7,10,26,668
2013,5,10,26,524
2013,7,10,39,780
2014,5,10,41,719
2013,2,10,24,493
2013,1,10,40,697
2013,2,10,36,474
2013,5,10,30,489
2014,2,10,41,760
2013,1,10,13,570
2014,2,10,37,754
2014,7,10,14,871
2013,2,10,18,494
2014,1,10,0,712
2014,4,10,44,748
2013,7,10,15,655
2013,3,10,54,491
2013,3,10,47,546
2014,7,10,16,859
2013,4,10,44,534
2014,7,10,56,1055
2014,4,10,23,813
2014,4,10,54,718
2013,2,10,59,430
2014,7,10,27,927
2013,4,10,30,510
2014,2,10,57,732
2014,7,10,5,778
2013,2,10,47,506
2013,7,10,43,770
2014,5,10,58,666
2014,4,10,9,890
2013,2,10,41,488
2014,3,10,40,773
2013,7,10,58,732
2013,6,10,22,526
2014,6,10,12,910
2014,4,10,0,990
2014,3,10,31,742
2013,4,10,15,594
2013,3,10,0,665
2014,5,10,18,787
2013,4,10,40,514
2013,2,10,46,478
2013,5,10,27,503
2014,6,10,6,914
2014,7,10,52,1056
2013,5,10,6,601
2014,5,10,32,775
2013,4,10,48,583
2013,2,10,3,488
2014,3,10,2,928
2013,7,10,6,617
2013,1,10,52,751
2014,5,10,7,824
2014,6,10,40,804
2014,5,10,26,731
2013,6,10,24,509
2014,1,10,59,998
2014,7,10,35,985
2013,7,10,7,573
2013,5,10,35,511
2013,3,10,5,583
2014,7,10,53,1063
2014,1,10,8,790
2014,7,10,24,956
2013,5,10,32,509
2014,6,10,50,786
2013,6,10,20,513
2013,5,10,42,519
2013,3,10,44,493
2014,7,10,41,1076
2013,4,10,1,608
2013,6,10,31,587
2013,4,10,54,531
2013,6,10,42,514
2013,3,10,20,570
2013,4,10,24,536
2013,3,10,8,590
2014,3,10,49,816
2013,5,10,28,495
2013,2,10,40,511
2013,6,10,15,511
2013,6,10,58,480
2013,3,10,4,607
2014,3,10,17,856
2014,5,10,45,727
2014,6,10,51,876
2014,5,10,5,877
2014,6,10,34,822
2013,5,10,11,554
2014,2,10,20,825
2014,6,10,17,878
2014,5,10,56,661
2013,4,10,28,528
2014,2,10,28,773
2013,4,10,8,584
2014,6,10,57,711
2013,3,10,36,493
2013,1,10,29,638
2013,7,10,59,730
2013,1,10,5,551
2013,3,10,14,558
2013,6,10,48,509
2014,4,10,1,950
2013,3,10,30,471
2013,5,10,56,449
2013,1,10,6,528
2014,1,10,14,784
2014,5,10,29,707
2013,3,10,31,494
2013,4,10,31,522
2014,6,10,16,881
2014,5,10,44,759
2014,5,10,43,682
2013,5,10,50,490
2014,4,10,55,722
2013,5,10,48,503
2013,2,10,10,538
2014,5,10,48,762
2013,1,10,33,614
2013,1,10,50,775
2013,4,10,22,557
2013,6,10,17,524
2014,5,10,21,797
2014,2,10,8,843
2014,6,10,4,954
2014,6,10,42,795
2013,3,10,37,489
2013,6,10,19,472
2014,4,10,24,767
2014,6,10,7,916
2013,5,10,25,528
2014,7,10,11,870
2014,5,10,46,761
2015,6,10,50,966
2015,6,10,47,1070
2015,7,10,14,1085
2015,4,10,33,997
2015,2,10,46,953
2015,1,10,8,920
2015,7,10,21,1110
2016,1,10,55,1625
2015,6,10,8,1162
2016,6,10,48,1453
2015,7,10,40,1240
2016,1,10,31,1377
2016,1,10,48,1670
2016,6,10,20,1485
2015,2,10,28,888
2015,7,10,54,1297
2015,5,10,0,1281
2016,3,10,7,1504
2015,6,10,29,1012
2015,6,10,53,1009
2015,1,10,24,1051
2015,1,10,53,1254
2015,7,10,22,1204
2016,5,10,54,1399
2016,1,10,36,1577
2015,1,10,26,1044
2016,1,10,16,1378
2015,7,10,19,1184
2015,1,10,15,958
2015,7,10,57,1289
2015,6,10,49,1020
2015,3,10,58,819
2016,7,10,45,1966
2015,7,10,10,1057
2015,2,10,35,867
2015,1,10,51,1185
2016,1,10,37,1535
2016,7,10,22,1756
2016,7,10,43,1851
2015,4,10,28,994
2015,1,10,27,958
2015,1,10,33,1130
2016,1,10,49,1640
2015,4,10,51,1014
2015,5,10,50,1043
2017,2,10,20,1475
2017,1,10,36,2017
2015,2,10,50,918
2015,6,10,20,1089
2015,7,10,18,1153
2015,2,10,31,961
2015,2,10,8,991
2015,3,10,55,870
2017,1,10,2,1468
2015,7,10,42,1258
2015,3,10,50,963
2015,6,10,3,1220
2016,7,10,15,1683
2016,7,10,29,1621
2015,6,10,57,948
2016,3,10,47,1285
2015,1,10,23,1037
2014,5,10,16,779
2015,1,10,36,1110
2015,4,10,48,1041
2016,6,10,52,1414
2015,4,10,13,1221
2016,2,10,19,1250
2013,5,10,7,590
2015,6,10,17,1070
2016,6,10,22,1435
2015,7,10,32,1117
2015,1,10,12,925
2013,4,10,20,561
2015,5,10,35,1082
2015,1,10,34,1105
2015,4,10,53,942
2015,3,10,35,948
2015,4,10,4,1213
2015,3,10,21,1024
2015,6,10,33,988
2015,5,10,49,1001
2015,3,10,4,1092
2015,4,10,29,1029
2014,5,10,27,720
2016,1,10,7,1294
2015,3,10,16,1027
2016,6,10,9,1551
2016,3,10,27,1270
2013,2,10,13,490
2015,4,10,30,1027
2015,4,10,25,1053
2014,3,10,23,822
2015,7,10,13,1056
2015,5,10,28,1049
2014,6,10,36,871
2015,5,10,48,1017
2016,1,10,10,1271
2015,4,10,39,978
2015,6,10,37,1052
2015,6,10,22,1096
2014,3,10,7,906
2015,1,10,5,886
2016,4,10,40,1468
2016,3,10,0,1659
2016,4,10,32,1451
2015,1,10,42,1133
2016,6,10,58,1309
2015,7,10,38,1238
2015,1,10,39,1166
2015,1,10,32,1065
2016,6,10,2,1689
2015,2,10,48,877
2014,3,10,53,748
2015,3,10,10,1042
2016,6,10,16,1468
2013,5,10,19,462
2014,6,10,39,821
2015,6,10,35,965
2017,5,10,18,1826
2017,6,10,37,1531
2015,4,10,59,935
2015,6,10,26,1084
2016,5,10,28,1446
2015,1,10,9,964
2013,5,10,41,514
2015,5,10,53,992
2015,2,10,52,868
2016,5,10,29,1495
2015,5,10,54,962
2016,5,10,9,1607
2017,7,10,52,2439
2016,2,10,0,1458
2016,2,10,35,1198
2015,5,10,12,1119
2016,5,10,11,1613
2015,6,10,25,1054
2016,7,10,41,1913
2016,2,10,51,1231
2017,1,10,25,1888
2017,6,10,54,1558
2016,3,10,31,1341
2017,7,10,38,2243
2017,7,10,36,2191
2017,1,10,49,2183
2016,4,10,10,1637
2017,5,10,1,2079
2015,6,10,18,1090
2015,2,10,27,884
2016,2,10,14,1328
2016,4,10,35,1448
2016,2,10,3,1341
2017,7,10,5,1886
2017,4,10,13,1910
2016,6,10,6,1502
2016,1,10,33,1491
2017,2,10,19,1479
2016,6,10,30,1400
2017,7,10,46,2297
2016,7,10,10,1574
2015,3,10,3,1141
2015,6,10,28,992
2016,3,10,51,1321
2017,2,10,22,1425
2017,2,10,32,1358
2017,3,10,24,1642
2016,4,10,20,1601
2016,5,10,53,1418
2015,2,10,47,974
2015,2,10,13,999
2016,3,10,50,1298
2015,4,10,44,1041
2015,5,10,16,1137
2016,5,10,52,1293
2017,2,10,33,1399
2016,4,10,1,1872
2015,3,10,48,938
2016,5,10,0,1776
2015,1,10,44,1218
2016,1,10,50,1661
2015,4,10,43,1061
2015,1,10,49,1289
2016,4,10,52,1299
2017,2,10,27,1462
2015,5,10,23,995
2015,7,10,12,1066
2017,3,10,52,1596
2016,1,10,28,1366
2017,7,10,30,2064
2014,3,10,38,727
2016,6,10,15,1539
2015,7,10,50,1337
2017,1,10,29,1899
2015,5,10,19,1101
2016,3,10,25,1273
2016,5,10,48,1451
2016,1,10,5,1242
2016,3,10,57,1208
2016,7,10,7,1572
2015,2,10,36,890
2017,5,10,21,1721
2016,4,10,55,1297
2016,2,10,28,1233
2016,6,10,55,1377
2015,1,10,30,1089
2017,7,10,48,2295
2017,1,10,1,1560
2016,1,10,43,1561
2016,3,10,12,1430
2016,4,10,49,1518
2015,1,10,54,1320
2016,2,10,12,1246
2015,4,10,46,1018
2015,5,10,44,1142
2015,2,10,55,845
2015,4,10,16,1124
2015,5,10,10,1114
2016,7,10,14,1657
2016,1,10,1,1098
2016,1,10,8,1327
2016,5,10,1,1877
2016,7,10,58,1875
2016,3,10,6,1423
2016,2,10,52,1178
2017,7,10,20,2050
2017,6,10,58,1413
2016,3,10,19,1438
2016,4,10,22,1504
2015,5,10,3,1244
2016,6,10,53,1381
2013,1,10,1,457
2016,1,10,4,1237
2015,2,10,44,947
2016,5,10,42,1468
2017,1,10,3,1580
2014,2,10,38,766
2013,4,10,35,523
2015,6,10,31,1034
2016,2,10,50,1226
2017,5,10,22,1749
2016,1,10,22,1348
2016,6,10,1,1671
2016,7,10,36,1731
2016,1,10,54,1618
2017,1,10,42,2028
2016,6,10,24,1450
2017,4,10,24,1723
2016,5,10,43,1411
2016,7,10,34,1782
2016,1,10,53,1702
2016,6,10,46,1402
2015,4,10,8,1157
2016,2,10,6,1359
2015,1,10,18,977
2016,5,10,45,1428
2015,3,10,7,1072
2015,1,10,48,1295
2016,1,10,35,1457
2015,4,10,34,1098
2016,7,10,47,1876
2017,3,10,29,1628
2017,7,10,41,2185
2016,5,10,58,1279
2014,3,10,59,740
2016,7,10,59,1764
2016,2,10,4,1388
2017,1,10,24,1898
2015,2,10,1,1085
2016,2,10,34,1268
2017,4,10,0,2173
2015,5,10,31,1004
2016,2,10,31,1170
2015,1,10,7,831
2015,6,10,14,1053
2016,6,10,28,1433
2014,2,10,13,825
2013,5,10,36,518
2017,6,10,4,1942
2016,6,10,23,1405
2015,7,10,51,1372
2015,6,10,19,1071
2015,5,10,36,1039
2016,5,10,49,1461
2015,4,10,42,1003
2016,1,10,59,1562
2016,7,10,2,1429
2016,7,10,19,1668
2017,3,10,33,1560
2015,6,10,21,1094
2016,7,10,1,1433
2017,4,10,42,1699
2016,2,10,1,1474
2017,6,10,30,1537
2014,6,10,30,830
2015,4,10,57,928
2017,5,10,35,1604
2016,4,10,0,1822
2016,7,10,18,1606
2015,3,10,28,994
2017,1,10,16,1777
2014,3,10,42,765
2015,2,10,0,1147
2017,3,10,15,1759
2016,7,10,23,1661
2015,4,10,40,1011
2016,7,10,4,1412
2017,6,10,7,1836
2015,7,10,31,1134
2016,3,10,28,1338
2017,6,10,19,1728
2015,6,10,5,1146
2016,6,10,43,1389
2015,6,10,55,931
2017,2,10,48,1423
2017,4,10,40,1622
2016,6,10,47,1405
2017,1,10,20,1758
2017,1,10,51,2191
2017,1,10,19,1798
2017,5,10,43,1676
2017,5,10,10,1814
2017,3,10,49,1638
2016,1,10,25,1507
2016,1,10,23,1424
2017,2,10,35,1414
2017,4,10,9,1908
2017,6,10,57,1484
2017,3,10,8,1744
2017,6,10,55,1559
2016,7,10,27,1650
2017,1,10,54,2007
2016,7,10,17,1574
2016,5,10,13,1511
2017,2,10,49,1404
2016,4,10,11,1592
2016,1,10,52,1689
2017,6,10,8,1832
2017,1,10,14,1743
2015,4,10,27,1037
2016,2,10,57,1124
2017,6,10,29,1571
2017,4,10,5,2066
2017,3,10,1,1910
2017,4,10,23,1725
2017,1,10,18,1803
2016,5,10,6,1710
2017,7,10,2,1805
2015,4,10,32,1016
2017,1,10,57,2069
2016,5,10,47,1499
